"experiment","condition","array_length","n","se","inward","inward_low","inward_high"
"exp3","average","2",46,0.331518669640213,1.32185121641643,-2.8292503993591,5.47295283219196
"exp3","average","10",46,0.344497008265842,2.39919648588127,0.331472211363516,4.46692076039902
"exp3","average","20",46,0.330184327461305,2.31926565282544,0.265731098611533,4.37280020703934
"exp3","experience","2",38,0.36872063151788,1.02385260937893,-2.83830905936169,4.88601427811954
"exp3","experience","10",38,0.350082267704889,1.72257793376215,0.267104459867618,3.17805140765667
"exp3","experience","20",38,0.434142677233304,0.996840221182326,0.498964485806591,1.49471595655806
