"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp3","X2 - X10",-0.0155084160805825,0.0223470899772305,74,-0.693979220398901,0.767740241161581
"exp3","X2 - X20",0.0110320849623431,0.0185211548168198,74,0.595647791482441,0.822879233126504
"exp3","X10 - X20",0.0265405010429256,0.0203678724952753,74,1.30305710864412,0.398010728803262
