"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","experience","overall",0.856503496715509,0.0400283292548779,36.8589525840774,0.775387920123978,0.93761907330704,21.3974330844981,2.22203319118283e-22
"exp3","average","overall",0.755656906692255,0.0335941283487853,45.0917047830299,0.687998656771022,0.823315156613487,22.4937197014542,3.80691042196321e-26
