"experiment","model","term","b","SE","df","t","p"
"exp3","combined","(Intercept)",24.4165813230803,0.0733959243250153,83.7187520871348,332.669443809409,1.87945440721835e-132
"exp3","combined","resp_c",0.694278316989474,0.00712633160441435,7608.54175186495,97.4243629863378,0
"exp3","combined","array_length1",1.37857585733676,0.107983192032584,82.5574007864725,12.7665781256103,3.07974800853893e-21
"exp3","combined","array_length2",-0.170682267347531,0.0847344389548101,82.822244707412,-2.01431990879833,0.0472214315120943
"exp3","combined","condition1",0.0388996270788104,0.0733959243250153,83.7187520986453,0.529997100473226,0.597516804556834
"exp3","combined","resp_c:array_length1",6.64716863658729e-05,0.00994550747115191,7577.41019503247,0.00668358920433992,0.994667483008184
"exp3","combined","resp_c:array_length2",0.0113629939516333,0.0102967177507844,7586.39005690233,1.10355496058612,0.269821240730495
"exp3","combined","resp_c:condition1",0.0201912347713174,0.00712633160441435,7608.54175175092,2.83332798586164,0.00461873010307356
"exp3","combined","array_length1:condition1",-0.0969952677728122,0.107983192032584,82.5574007877298,-0.89824412435913,0.371667663318604
"exp3","combined","array_length2:condition1",0.0152118400376181,0.0847344389548101,82.8222447019738,0.179523700460574,0.857964991241195
"exp3","combined","resp_c:array_length1:condition1",0.0185011731521036,0.0099455074711519,7577.41019060608,1.86025431138314,0.0628882695742487
"exp3","combined","resp_c:array_length2:condition1",-0.0241792281606038,0.0102967177507844,7586.39005653197,-2.34824618347549,0.0188875851976697
"exp3","experience","(Intercept)",24.3767897504903,0.0973790035827981,38.1969929026737,250.329011939042,5.03058686570181e-63
"exp3","experience","resp_c",0.674289622014246,0.0098574496997108,3462.08869114456,68.4040641905613,0
"exp3","experience","array_length1",1.47493371715012,0.158325478249567,37.7942304453904,9.31583301346604,2.48399311376401e-11
"exp3","experience","array_length2",-0.185779277618594,0.135270945884389,37.3437356385781,-1.37338640166952,0.177822150412443
"exp3","experience","resp_c:array_length1",-0.0192361610667498,0.0138596503232708,3412.22351438258,-1.38792542510627,0.165250370464672
"exp3","experience","resp_c:array_length2",0.0358053483505058,0.0142345858495959,3452.43229368662,2.51537689461632,0.0119355692565797
"exp3","average","(Intercept)",24.4554647654166,0.106407356456292,45.6511883438931,229.828703389149,1.37569074532528e-71
"exp3","average","resp_c",0.714597123283122,0.01024604092872,4132.10587683379,69.7437310913018,0
"exp3","average","array_length1",1.28203399366992,0.146209502609266,44.5944020687535,8.76847243708957,2.9148268544737e-11
"exp3","average","array_length2",-0.154990402571141,0.106095335006419,45.4386575958107,-1.46085973112544,0.150934830188008
"exp3","average","resp_c:array_length1",0.0188451739460977,0.01417805213129,4143.66903493368,1.32917933800707,0.183861987792221
"exp3","average","resp_c:array_length2",-0.0127376979029729,0.0148145340131635,4130.61360432187,-0.85981090540241,0.389943184658714
