"experiment","tail","contrast","estimate","SE","df","t.ratio","p.value"
"exp3","low","array_length2 - array_length10",0.183291792904441,0.319653699114906,1046.02238446526,0.573407388720857,0.834337110286514
"exp3","low","array_length2 - array_length20",2.04343068876445,0.297405202508428,1048.87787558565,6.87086396448138,3.28150839834507e-11
"exp3","low","array_length10 - array_length20",1.86013889586001,0.340215756293984,1042.23194016021,5.46752718369882,1.71088464617775e-07
"exp3","high","array_length2 - array_length10",0.0579417510115373,0.517661277758821,247.382074779154,0.111929853556735,0.993116965049664
"exp3","high","array_length2 - array_length20",2.19255716453864,0.552596562818192,247.022140571254,3.96773579871145,0.000279632546861586
"exp3","high","array_length10 - array_length20",2.1346154135271,0.467903619297495,245.560060715416,4.56208356911619,2.3793119670934e-05
