"experiment","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","combined","resp_c",181037.303325527,181037.303325527,1,7608.54175939957,9491.50696804775,0
"exp3","combined","array_length",3834.39320857374,1917.19660428687,2,82.7174040599917,100.515664973123,7.23027868443861e-23
"exp3","combined","condition",5.35771588615204,5.35771588615204,1,83.7187522584525,0.280896791612018,0.597516892400581
"exp3","combined","resp_c:array_length",31.6625177025291,15.8312588512646,2,7593.06182255441,0.830008517247716,0.436085130591014
"exp3","combined","resp_c:condition",153.118155006874,153.118155006874,1,7608.5417639967,8.02774902457047,0.00461872615697281
"exp3","combined","array_length:condition",18.2669633017154,9.13348165085771,2,82.7174040506612,0.478854374978026,0.621199196740153
"exp3","combined","resp_c:array_length:condition",116.38904755747,58.1945237787348,2,7593.06182104458,3.05104924676703,0.0473672636809633
"exp3","experience","resp_c",84875.0046992558,84875.0046992558,1,3462.08869044229,4679.11598347132,0
"exp3","experience","array_length",1969.4971615181,984.748580759049,2,37.48621885096,54.2886900596633,8.49182018432309e-12
"exp3","experience","resp_c:array_length",114.869643018736,57.4348215093681,2,3435.86106977334,3.16635259443659,0.0422801237687832
"exp3","average","resp_c",96570.4341304627,96570.4341304627,1,4132.10589535615,4864.18813448556,0
"exp3","average","array_length",1865.33607249403,932.668036247014,2,45.2598170245449,46.9778647696438,9.060907263451e-12
"exp3","average","resp_c:array_length",36.1329821005649,18.0664910502825,2,4146.18728278121,0.909997062660532,0.402605785025524
