"experiment","tail_prop","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp3",0.1,"average","2",283,12.0473413077003,8.14660013169066,0.67621560007465
"exp3",0.1,"average","10",286,11.273458179539,7.6244293881984,0.676316820160515
"exp3",0.1,"average","20",283,11.6668054615465,7.8007046752879,0.668623874890073
"exp3",0.1,"experience","2",235,12.6491442951648,7.82712798065992,0.618787152554808
"exp3",0.1,"experience","10",236,12.0834760995589,8.13759088865269,0.673447840803836
"exp3",0.1,"experience","20",234,13.2700134763003,8.14184429522096,0.6135520743639
