"experiment","term","b","SE","df","t","p"
"exp3","(Intercept)",22.1451339026294,0.312691444549338,82.1071238196169,70.821041920561,2.17774522023749e-75
"exp3","meanVal_c",0.806038497720027,0.025929332097887,81.927532842908,31.0859722370447,4.09781611467405e-47
"exp3","array_length1",-1.68727406328726,0.0736161526275875,7546.68782046844,-22.9198892235365,1.89909399201318e-112
"exp3","array_length2",0.711428779524545,0.073699058587002,7551.92902455115,9.65315966261227,6.37764429113406e-22
"exp3","condition1",-0.263787126516039,0.312691444549338,82.1071238224196,-0.843601995239169,0.401342896109706
"exp3","meanVal_c:array_length1",0.0463730207795414,0.011272791174263,7548.94446592975,4.11371239497598,3.93482573588869e-05
"exp3","meanVal_c:array_length2",-0.0545034903431474,0.0112384367786495,7554.16883854678,-4.84973946258182,1.26095794475382e-06
"exp3","meanVal_c:condition1",-0.0503500951858989,0.025929332097887,81.9275328442478,-1.94181998193474,0.0555959149723184
"exp3","array_length1:condition1",0.298390246558802,0.0736161526275875,7546.68782054612,4.05332574317366,5.10018013132824e-05
"exp3","array_length2:condition1",-0.0313990914530931,0.073699058587002,7551.92902475844,-0.426044674858721,0.670087434993707
"exp3","meanVal_c:array_length1:condition1",0.0228035955035184,0.011272791174263,7548.94446573782,2.02288813400372,0.0431198631971018
"exp3","meanVal_c:array_length2:condition1",-0.000186888486500513,0.0112384367786495,7554.1688382543,-0.0166294023075842,0.986732707309482
