"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","experience","meanVal_c",9796.15926222849,9796.15926222849,1,36.8589526519743,457.850144697347,2.22203288972674e-22
"exp3","experience","array_length",6907.17444612417,3453.58722306208,2,3432.96428207975,161.412791225301,1.00523549076766e-67
"exp3","experience","meanVal_c:array_length",222.167297680422,111.083648840211,2,3434.49247168439,5.19179643098514,0.0056057413503379
"exp3","average","meanVal_c",9764.55190316262,9764.55190316262,1,45.0917047277812,505.967435587469,3.8069090958357e-26
"exp3","average","array_length",3956.01707824115,1978.00853912057,2,4115.31674335214,102.493992354611,3.63530716189543e-44
"exp3","average","meanVal_c:array_length",477.579288744661,238.789644372331,2,4118.733364379,12.3733055245249,4.38955613610349e-06
