"experiment","tail","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"short_exposure","low","array_length",130.302094084163,65.1510470420814,2,305.188216077186,5.67455336923626,0.00380443495464331
"short_exposure","high","array_length",32.0005712609495,16.0002856304747,2,212.328047914881,1.15097423649886,0.318293985672729
