"experiment","condition","array_length","n","mean_z","se_z","mean_r","ci_low_r","ci_high_r"
"short_exposure","experience","2",37,1.19998283213974,0.0462533877440405,0.833649370396536,0.803824082260837,0.859293924996683
"short_exposure","experience","10",37,1.06989568898708,0.042961922871075,0.789421918442173,0.755518660493854,0.819108120714202
"short_exposure","experience","20",37,1.06697490855418,0.0497654639582215,0.788318789926114,0.748455720975065,0.822505916750333
