"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","experience","overall",0.868557038415465,0.0216527586592652,105.735763947173,0.825627099822928,0.911486977008002,40.1129967817662,8.56689701386729e-66
