"experiment","window","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"short_exposure","low","array_length",48.5603743499898,24.2801871749949,2,194.503710582131,2.43426007366704,0.0903292681646798
"short_exposure","high","array_length",8.63414702415314,4.31707351207657,2,129.384328229568,0.271125193812793,0.76295316468734
