"experiment","tail","contrast","estimate","SE","df","t.ratio","p.value"
"short_exposure","low","array_length2 - array_length10",0.222116215148826,0.497741213001872,305.133386552434,0.446248390422094,0.896098877340356
"short_exposure","low","array_length2 - array_length20",-1.32516233027568,0.458376635632711,313.777231505061,-2.89099013183017,0.0114200770525716
"short_exposure","low","array_length10 - array_length20",-1.5472785454245,0.526808153681321,298.048994765624,-2.93708161996386,0.00996555652876363
"short_exposure","high","array_length2 - array_length10",0.862175218530286,0.667932097527894,210.34421680882,1.29081267650007,0.40192387571486
"short_exposure","high","array_length2 - array_length20",0.961341357392591,0.678558824056907,213.134023476263,1.41673989536384,0.334081113382999
"short_exposure","high","array_length10 - array_length20",0.0991661388623052,0.597432197314044,213.269197375504,0.165987269029255,0.984926642856683
