"experiment","model","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value","condition"
"short_exposure","experience","2",0.723708379097415,0.0267785248349982,35.0185372242735,0.669346112215312,0.778070645979519,27.025700017335,4.79712273132786e-25,"experience"
"short_exposure","experience","10",0.722517807515715,0.0292562580664136,37.2282448598638,0.663251263191886,0.781784351839545,24.6961797327448,1.10169054656144e-24,"experience"
"short_exposure","experience","20",0.673649744482665,0.0264572949028013,31.482550275343,0.619723237955662,0.727576251009668,25.4617770621493,1.43060608768121e-22,"experience"
