"experiment","scope","array_length","n","M","SE","ci_low","ci_high","df","t","p"
"short_exposure","pooled","2",37,0.783350808350808,0.362083111218249,0.0490122226327403,1.51768939406888,36,2.1634558036004,0.0372214493240736
"short_exposure","pooled","10",37,1.35373425373425,0.338840563342389,0.666533739930717,2.04093476753779,36,3.99519538151145,0.000305741703513964
"short_exposure","pooled","20",37,1.23254650754651,0.33983791723116,0.543323266304301,1.92176974878871,36,3.62686576468194,0.000881465191138769
