"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","experience","overall",0.706625310365265,0.0158746182056607,103.364246891064,0.675143067789134,0.738107552941396,44.512901111114,2.98934151274811e-69
