"experiment","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value","condition"
"short_exposure","2",0.913424739189675,0.0392042000785848,34.4033943181168,0.833786614749306,0.993062863630044,23.2991551251834,1.1885734255859e-22,"experience"
"short_exposure","10",0.834592392561039,0.0353772673309776,36.779215048572,0.762896712595429,0.906288072526649,23.5912057523516,8.32545510268446e-24,"experience"
"short_exposure","20",0.857653983495681,0.037926553426989,35.8939523568582,0.780727476433703,0.934580490557659,22.6135492418714,7.95928312871909e-23,"experience"
