"experiment","model","comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition"
"short_exposure","experience","noise_within_condition","array_length2 - array_length10",0.00119057158169997,0.0396926104070295,72.3064749367493,0.0299947917128957,0.999504103637022,"experience"
"short_exposure","experience","noise_within_condition","array_length2 - array_length20",0.0500586346147505,0.0376710044550135,66.7622527301159,1.32883726725498,0.384365173827668,"experience"
"short_exposure","experience","noise_within_condition","array_length10 - array_length20",0.0488680630330505,0.0394509824938451,68.7680232861003,1.23870332103071,0.434709861560492,"experience"
