"experiment","condition","array_length","n","mean_z","se_z","mean_r","ci_low_r","ci_high_r"
"exp1","average","2",23,1.04459721580917,0.0560694530293498,0.779696980210267,0.732778178128628,0.819237165591256
"exp1","average","6",23,0.97505925443108,0.0603255420477486,0.750919126845071,0.694616243141858,0.798078457883595
"exp1","average","8",23,0.897329070494716,0.0718815907080336,0.714994858453534,0.638975943186957,0.777182995627487
"exp1","average","12",23,0.916483055621162,0.08592142616266,0.724229392134909,0.634000352446967,0.79500511111925
"exp1","experience","2",21,1.15346097078205,0.0746430117924581,0.81889738200614,0.764585090396741,0.861661690645119
"exp1","experience","6",21,1.01278503513715,0.0871531741952897,0.766911478146153,0.686848355341316,0.828585048167417
"exp1","experience","8",21,0.910908082276315,0.080853774638769,0.721567819409257,0.636599204783016,0.789228079339918
"exp1","experience","12",21,1.07112136395227,0.0697154982040539,0.789883322071821,0.732675320878308,0.83600742770735
