"experiment","model","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp1","combined","average","2",0.612959355651783,0.0377901791735598,39.5308321701991,0.536554307590009,0.689364403713556,16.2200701096608,4.54623636905873e-19
"exp1","combined","experience","2",0.704972398028922,0.0406117576185662,43.089448936242,0.623075899691817,0.786868896366027,17.3588251129184,4.5828950321612e-21
"exp1","combined","average","6",0.650884319761547,0.0407133317953582,44.3791405335472,0.568851785448052,0.732916854075042,15.987006984178,4.94500439123052e-20
"exp1","combined","experience","6",0.629025961775057,0.0413321596309289,40.5929901282238,0.545528547296039,0.712523376254075,15.2188021964465,2.26152788699434e-18
"exp1","combined","average","8",0.633405185321054,0.046058706803898,38.8077964914092,0.540227902625093,0.726582468017015,13.7521269977873,1.67409878077391e-16
"exp1","combined","experience","8",0.61883344016032,0.0470395004222321,35.6250970508024,0.523398039621582,0.714268840699057,13.1556125087553,3.05924463296244e-15
"exp1","combined","average","12",0.641839302974648,0.0432502898007583,47.4290854842787,0.554851716703906,0.728826889245391,14.8401156600665,1.90451278630193e-19
"exp1","combined","experience","12",0.625646006182771,0.0430905164471341,39.3091823522558,0.538509123043442,0.7127828893221,14.519343414005,2.19584989905947e-17
"exp1","experience","experience","2",0.699864641795999,0.0367634751049907,17.0041980870278,0.622301948031202,0.777427335560797,19.0369555597586,6.66260722296848e-13
"exp1","experience","experience","6",0.62599257506737,0.0376532708212099,20.1131889529137,0.547477554920988,0.704507595213753,16.6251845168987,3.2130746396134e-13
"exp1","experience","experience","8",0.618999032301341,0.0466240219625877,16.7008602124586,0.520496555641116,0.717501508961566,13.2763971499079,2.67453126315754e-10
"exp1","experience","experience","12",0.605372140177998,0.0284787551928389,13.3400043319903,0.544006554067536,0.66673772628846,21.256973350093,1.11777169416202e-11
"exp1","average","average","2",0.616440087348498,0.040503404544246,21.9697150494879,0.532434453496474,0.700445721200522,15.219463506459,3.75440107241194e-13
"exp1","average","average","6",0.655139038099473,0.0440668851364514,21.7761978791097,0.563695424635972,0.746582651562974,14.8669241329597,6.97930444111422e-13
"exp1","average","average","8",0.63362305844824,0.0464578416767583,20.5509648913708,0.536879987220196,0.730366129676283,13.6386675656787,9.17424417182154e-12
"exp1","average","average","12",0.648461402282469,0.0508295511954892,25.5586000508966,0.543891872840417,0.753030931724522,12.7575669473945,1.37747184043268e-12
