"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp1","combined","overall",0.639695746232013,0.0150372157999943,158.735215702968,0.609996922079816,0.669394570384209,42.5408369967169,1.08193459423806e-88
"exp1","experience","overall",0.637557097335677,0.0189468042175003,61.4512825439071,0.599676246932856,0.675437947738498,33.6498488091619,2.69453994963932e-41
"exp1","average","overall",0.63841589654467,0.0227780105495389,88.2030979898916,0.593150839723466,0.683680953365874,28.0277285479435,1.07030888111946e-45
