"participant_id","condition","array_length","band","n_trials","dist","inward"
"average.55ec49b67480920010aaa4e8","average","2","extreme",13,8.71005917159763,0.307692307692308
"average.55ec49b67480920010aaa4e8","average","2","middle",11,3.25174825174825,-2.27272727272727
"average.55ec49b67480920010aaa4e8","average","6","extreme",12,8.17948717948718,-0.916666666666667
"average.55ec49b67480920010aaa4e8","average","6","middle",11,2.18881118881119,-2.36363636363636
"average.55ec49b67480920010aaa4e8","average","8","extreme",10,9.1,-0.9
"average.55ec49b67480920010aaa4e8","average","8","middle",13,3.31360946745562,0.307692307692308
"average.55ec49b67480920010aaa4e8","average","12","extreme",14,8.33516483516484,0.571428571428572
"average.55ec49b67480920010aaa4e8","average","12","middle",7,2.96703296703297,1.28571428571429
"average.581e0aee4182b600017307ea","average","2","extreme",14,9.00776397515528,4.07142857142857
"average.581e0aee4182b600017307ea","average","2","middle",9,4.01811594202899,0.555555555555556
"average.581e0aee4182b600017307ea","average","6","extreme",10,8.18913043478261,2.7
"average.581e0aee4182b600017307ea","average","6","middle",14,2.50776397515528,1.85714285714286
"average.581e0aee4182b600017307ea","average","8","extreme",10,9.5,4.1
"average.581e0aee4182b600017307ea","average","8","middle",13,3.01254180602007,0.846153846153846
"average.581e0aee4182b600017307ea","average","12","extreme",8,8.73641304347826,6.625
"average.581e0aee4182b600017307ea","average","12","middle",14,2.86490683229814,2.64285714285714
"average.5a8b61fcf1408d000176b02f","average","2","extreme",11,7.63236763236763,3.27272727272727
"average.5a8b61fcf1408d000176b02f","average","2","middle",13,2.59087066779374,0.230769230769231
"average.5a8b61fcf1408d000176b02f","average","6","extreme",11,8.72327672327672,1.27272727272727
"average.5a8b61fcf1408d000176b02f","average","6","middle",10,2.93626373626374,-0.4
"average.5a8b61fcf1408d000176b02f","average","8","extreme",13,7.78698224852071,2.15384615384615
"average.5a8b61fcf1408d000176b02f","average","8","middle",9,3.78266178266178,-0.444444444444444
"average.5a8b61fcf1408d000176b02f","average","12","extreme",16,6.53434065934066,3.375
"average.5a8b61fcf1408d000176b02f","average","12","middle",8,5.30631868131868,2.375
"average.5dd42e7f35cf744223c60d1b","average","2","extreme",9,8.98446833930705,2.55555555555556
"average.5dd42e7f35cf744223c60d1b","average","2","middle",15,3.51326164874552,-1.73333333333333
"average.5dd42e7f35cf744223c60d1b","average","6","extreme",17,7.80581910183428,2.47058823529412
"average.5dd42e7f35cf744223c60d1b","average","6","middle",7,3.4715821812596,-0.428571428571429
"average.5dd42e7f35cf744223c60d1b","average","8","extreme",10,7.95591397849462,1.3
"average.5dd42e7f35cf744223c60d1b","average","8","middle",12,3.14336917562724,0.416666666666667
"average.5dd42e7f35cf744223c60d1b","average","12","extreme",10,8.62795698924731,1.3
"average.5dd42e7f35cf744223c60d1b","average","12","middle",13,2.51530190239868,1
"average.5e2f4ab6fb987e078bf5f68e","average","2","extreme",13,8.17809364548495,2
"average.5e2f4ab6fb987e078bf5f68e","average","2","middle",11,2.64920948616601,1.18181818181818
"average.5e2f4ab6fb987e078bf5f68e","average","6","extreme",14,7.64285714285714,0.5
"average.5e2f4ab6fb987e078bf5f68e","average","6","middle",10,2.95434782608696,2.5
"average.5e2f4ab6fb987e078bf5f68e","average","8","extreme",11,7.80533596837945,3.45454545454545
"average.5e2f4ab6fb987e078bf5f68e","average","8","middle",11,2.83893280632411,1.90909090909091
"average.5e2f4ab6fb987e078bf5f68e","average","12","extreme",13,8.12959866220736,1.61538461538462
"average.5e2f4ab6fb987e078bf5f68e","average","12","middle",9,1.70169082125604,1.33333333333333
"average.615921b85071b9caef6148d8","average","2","extreme",12,7.33870967741935,-0.333333333333333
"average.615921b85071b9caef6148d8","average","2","middle",12,2.3010752688172,-2
"average.615921b85071b9caef6148d8","average","6","extreme",13,8.77171215880893,0.307692307692308
"average.615921b85071b9caef6148d8","average","6","middle",10,2.76129032258064,2.7
"average.615921b85071b9caef6148d8","average","8","extreme",13,9.24565756823821,-0.307692307692308
"average.615921b85071b9caef6148d8","average","8","middle",11,3.40175953079179,-0.272727272727273
"average.615921b85071b9caef6148d8","average","12","extreme",17,8.89373814041746,-0.470588235294118
"average.615921b85071b9caef6148d8","average","12","middle",5,5.31612903225807,-1.2
"average.62cd43d66c2dd7ae9ab53ae7","average","2","extreme",13,7.9247491638796,3.76923076923077
"average.62cd43d66c2dd7ae9ab53ae7","average","2","middle",10,3,3
"average.62cd43d66c2dd7ae9ab53ae7","average","6","extreme",11,8.09288537549407,3.36363636363636
"average.62cd43d66c2dd7ae9ab53ae7","average","6","middle",12,2.25,4.25
"average.62cd43d66c2dd7ae9ab53ae7","average","8","extreme",12,8.42028985507246,0.333333333333333
"average.62cd43d66c2dd7ae9ab53ae7","average","8","middle",10,2.4,-0.6
"average.62cd43d66c2dd7ae9ab53ae7","average","12","extreme",15,8.06231884057971,7.93333333333333
"average.62cd43d66c2dd7ae9ab53ae7","average","12","middle",9,1.89613526570048,3.44444444444444
"average.6422f34be2b8257efb345837","average","2","extreme",11,8.3866028708134,0.818181818181817
"average.6422f34be2b8257efb345837","average","2","middle",13,2.7497975708502,0.923076923076923
"average.6422f34be2b8257efb345837","average","6","extreme",11,7.52248803827751,2.18181818181818
"average.6422f34be2b8257efb345837","average","6","middle",12,3.08245614035088,-1.91666666666667
"average.6422f34be2b8257efb345837","average","8","extreme",17,7.83962848297214,4.41176470588235
"average.6422f34be2b8257efb345837","average","8","middle",7,3.10676691729323,1.42857142857143
"average.6422f34be2b8257efb345837","average","12","extreme",13,8.5578947368421,4
"average.6422f34be2b8257efb345837","average","12","middle",11,2.47751196172249,2.09090909090909
"average.661415341b1fdb1844c6f6a6","average","2","extreme",12,8.69561403508772,2.66666666666667
