"experiment","term","b","SE","df","t","p"
"exp1","(Intercept)",24.7293658604228,0.448380879083336,41.9786311695858,55.1525879314462,8.38379564275407e-41
"exp1","meanVal_c",0.820564454106329,0.0224404254902945,162.494944871163,36.5663500659212,2.5455264251509e-80
"exp1","array_length1",-1.89292184889735,0.144879626094768,3866.40543661346,-13.0654799430471,3.30486356068589e-38
"exp1","array_length2",-0.122099990485242,0.143942788206492,3866.81409569736,-0.848253615249439,0.396349248037084
"exp1","array_length3",0.350757048010924,0.145205127412465,3870.84460212867,2.41559684744861,0.0157554686632713
"exp1","condition1",0.133783256166058,0.448380879083336,41.9786311696519,0.298369672764732,0.766892972674627
"exp1","meanVal_c:array_length1",0.0708313759075893,0.0356289453275644,82.3409916182737,1.98802898195222,0.0501313656751698
"exp1","meanVal_c:array_length2",0.000828142583925529,0.0406574199182759,67.991865584594,0.0203687933368657,0.983808835409586
"exp1","meanVal_c:array_length3",-0.0651869553472863,0.0387769791609663,69.5991020151215,-1.68107358432152,0.0972313666379812
"exp1","meanVal_c:condition1",-0.0285165951225349,0.0224404254902945,162.494944878316,-1.27076891366736,0.205627143324901
"exp1","array_length1:condition1",-0.00457757796836396,0.144879626094768,3866.40543640871,-0.0315957328973894,0.974796077158063
"exp1","array_length2:condition1",0.199716846571921,0.143942788206492,3866.81409560026,1.38747379469556,0.165377289679785
"exp1","array_length3:condition1",-0.0450209226384718,0.145205127412465,3870.84460165312,-0.310050501939831,0.756539243213424
"exp1","meanVal_c:array_length1:condition1",0.0362261084353347,0.0356289453275644,82.3409916147043,1.01676061702866,0.312245608979434
"exp1","meanVal_c:array_length2:condition1",0.0197821247834743,0.0406574199182759,67.9918655859644,0.486556324115935,0.62813750456016
"exp1","meanVal_c:array_length3:condition1",0.0243762796672744,0.0387769791609663,69.5991020146893,0.628627608305601,0.53165056945751
