"difference","experiment","condition","array_length","two_stage","two_stage_se","lmm","lmm_se"
0.0145108251311126,"exp1","average","2",0.913616168457831,0.0536911226865891,0.899105343326718,0.0544125512576117
0.00724677673868401,"exp1","average","6",0.819904903089878,0.0674136075013486,0.812658126351194,0.0664444813374598
0.000948121504702581,"exp1","average","8",0.752185304808485,0.0674771236642314,0.751237183303783,0.0621085753919619
0.00159160653015644,"exp1","average","12",0.706782389483639,0.0635192948632469,0.705190782953483,0.065579702215569
0.00988308344807343,"exp1","experience","2",0.893569400149192,0.060792654383021,0.883686316701119,0.0560549472212839
0.0119440410535354,"exp1","experience","6",0.842071108082851,0.0682883968565517,0.830127067029315,0.0690043772552491
0.00189660126536451,"exp1","experience","8",0.761414415479668,0.0609145507325603,0.759517814214304,0.0642061859268509
0.0206365966925093,"exp1","experience","12",0.943629595663229,0.0727591234450046,0.922992998970719,0.068958311908907
