"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp1","X2 - X6",0.0168601009390668,0.0294536025497319,38,0.572429159068022,0.939695349078719
"exp1","X2 - X8",0.0404797162324938,0.029335066904843,38,1.3799087748394,0.519374766780532
"exp1","X2 - X12",-0.000267329319483034,0.0461087321130777,38,-0.00579780243853662,0.999999928630336
"exp1","X6 - X8",0.023619615293427,0.0240654872464115,38,0.981472556594469,0.760752023915112
"exp1","X6 - X12",-0.0171274302585498,0.04583132067168,38,-0.373705797859173,0.981929594050461
"exp1","X8 - X12",-0.0407470455519768,0.0480596499197779,38,-0.847843161987085,0.831237085314272
