"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config"
"pavlovia","0","9","0.0-0.0","5c476621b521ee00019abf67","","","","","","","",""
"external-html","1","27136","0.0-1.0","5c476621b521ee00019abf67","26978.700000047684","external_page.html","","","","","",""
"instructions","2","74088","0.0-2.0","5c476621b521ee00019abf67","46950.800000071526","","[{""page_index"":0,""viewing_time"":15454.200000047684},{""page_index"":1,""viewing_time"":12120},{""page_index"":2,""viewing_time"":16687.799999952316},{""page_index"":3,""viewing_time"":2688.4000000953674}]","","","","",""
"survey-text","3","78577","0.0-3.0","5c476621b521ee00019abf67","4485.400000095367","","","{""Q0"":""5c476621b521ee00019abf67""}","","","",""
"instructions","4","80384","0.0-4.0","5c476621b521ee00019abf67","1806.1000000238419","","[{""page_index"":0,""viewing_time"":1805.8999999761581}]","","","","",""
"survey-text","5","92320","0.0-5.0","5c476621b521ee00019abf67","11934.199999928474","","","{""Q0"":""3 giraffes on a savanna""}","","","",""
"survey-text","6","106297","0.0-6.0-0.0","5c476621b521ee00019abf67","13975.299999952316","","","{""Q0"":""but""}","","","",""
"html-keyboard-response","7","106815","0.0-7.0","5c476621b521ee00019abf67","null","","","","<p style=""font-size: 48px;""> + </p>","null","fixation",""
"html-keyboard-response","8","108324","0.0-8.0","5c476621b521ee00019abf67","null","","","","<span class='grid'><div> </div> <div class='red' style='background-position:2000% 0%;margin-top:40px'></div> <div> </div> <div> </div> <div class='red' style='background-position:200% 0%;margin-top:28px'></div> <div> </div> <div> </div> <div> </div> <div> </div> <div class='red' style='background-position:700% 0%;margin-top:39px'></div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div></span>","null","stimulus",""
