"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config"
"pavlovia","0","2","0.0-0.0","631c8e97db06f601f81bd82f","","","","","","","",""
"external-html","1","5644","0.0-1.0","631c8e97db06f601f81bd82f","5519.399999976158","external_page.html","","","","","",""
"instructions","2","21276","0.0-2.0","631c8e97db06f601f81bd82f","15631.800000071526","","[{""page_index"":0,""viewing_time"":5951.200000047684},{""page_index"":1,""viewing_time"":5187.199999928474},{""page_index"":2,""viewing_time"":2874.7000000476837},{""page_index"":3,""viewing_time"":1618.2999999523163}]","","","","",""
"survey-text","3","23898","0.0-3.0","631c8e97db06f601f81bd82f","2619.2000000476837","","","{""Q0"":""631c8e97db06f601f81bd82f""}","","","",""
"instructions","4","25465","0.0-4.0","631c8e97db06f601f81bd82f","1565.6999999284744","","[{""page_index"":0,""viewing_time"":1565.3999999761581}]","","","","",""
"survey-text","5","33615","0.0-5.0","631c8e97db06f601f81bd82f","8148.300000071526","","","{""Q0"":""three giraffes cuddling""}","","","",""
"survey-text","6","38906","0.0-6.0-0.0","631c8e97db06f601f81bd82f","5289.399999976158","","","{""Q0"":""but""}","","","",""
"html-keyboard-response","7","39315","0.0-7.0","631c8e97db06f601f81bd82f","null","","","","<p style=""font-size: 48px;""> + </p>","null","fixation",""
"html-keyboard-response","8","40830","0.0-8.0","631c8e97db06f601f81bd82f","null","","","","<span class='grid'><div class='red' style='background-position:3500% 0%;margin-top:40px'></div> <div> </div> <div class='red' style='background-position:3800% 0%;margin-top:48px'></div> <div class='red' style='background-position:3700% 0%;margin-top:20px'></div> <div> </div> <div> </div> <div class='red' style='background-position:3200% 0%;margin-top:34px'></div> <div class='red' style='background-position:3900% 0%;margin-top:23px'></div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div class='red' style='background-position:4400% 0%;margin-top:49px'></div> <div class='red' style='background-position:3300% 0%;margin-top:39px'></div> <div> </div> <div class='red' style='background-position:3400% 0%;margin-top:42px'></div> <div class='red' style='background-position:3600% 0%;margin-top:32px'></div></span>","null","stimulus",""
