"experiment","version","level","report","mean_objective","n","sd_objective","min_objective","max_objective"
"exp2","shift_removed","2 squares",35,32.359649122807,114,3.37383790017847,16,36
"exp2","shift_removed","2 squares",36,32.5591397849462,93,3.73136635887724,18,36
"exp2","shift_removed","2 squares",37,33.3975903614458,83,2.53723374927155,23,36
"exp2","shift_removed","2 squares",38,33.3116883116883,77,2.70603487480804,24,36
"exp2","shift_removed","2 squares",39,33.6792452830189,53,2.15525819357843,27,36
"exp2","shift_removed","2 squares",40,33.5714285714286,42,3.61664753229041,15,36
"exp2","shift_removed","2 squares",41,33.3870967741936,31,2.37595481655746,27,36
"exp2","shift_removed","2 squares",42,34.3,20,2.12998640964283,30,36
"exp2","shift_removed","2 squares",43,34.9375,16,1.34008706184835,32,36
"exp2","shift_removed","2 squares",44,34.6363636363636,11,1.43336856898198,32,36
"exp2","shift_removed","2 squares",45,35.5,2,0.707106781186548,35,36
"exp2","shift_removed","2 squares",46,36,1,NA,36,36
"exp2","shift_removed","2 squares",47,31.6666666666667,3,5.13160143944688,26,36
"exp2","shift_removed","2 squares",48,32.3333333333333,3,4.61880215351701,27,35
"exp2","shift_removed","10 squares",0,18.2,1,NA,18.2,18.2
"exp2","shift_removed","10 squares",1,15.2,1,NA,15.2,15.2
"exp2","shift_removed","10 squares",2,18.2,2,5.65685424949238,14.2,22.2
"exp2","shift_removed","10 squares",3,14.2,2,0,14.2,14.2
"exp2","shift_removed","10 squares",4,16.5333333333333,3,2.08166599946613,14.2,18.2
"exp2","shift_removed","10 squares",5,19.8666666666667,3,8.9628864398325,14.2,30.2
"exp2","shift_removed","10 squares",6,17.7714285714286,7,3.10145895008263,14.2,23.2
"exp2","shift_removed","10 squares",7,20.5333333333333,6,6.97614984548545,14.2,34.2
"exp2","shift_removed","10 squares",8,16.3333333333333,15,2.53170373652286,14.2,23.2
"exp2","shift_removed","10 squares",9,17.28,25,3.8828683555674,14.2,30.2
"exp2","shift_removed","10 squares",10,18.0823529411765,17,4.5673070969278,14.2,31.2
"exp2","shift_removed","10 squares",11,16.5125,32,2.77590438619386,14.2,25.2
"exp2","shift_removed","10 squares",12,17.5913043478261,46,3.91849325276702,14.2,34.2
"exp2","shift_removed","10 squares",13,16.669387755102,49,2.09266617038654,14.2,23.2
"exp2","shift_removed","10 squares",14,17.2972222222222,72,3.14512689111097,14.2,24.2
"exp2","shift_removed","10 squares",15,17.778431372549,102,3.29246446716147,14.2,31.2
"exp2","shift_removed","10 squares",16,19.1590163934426,122,4.34350953234597,14.2,35.2
"exp2","shift_removed","10 squares",17,19.5708609271523,151,4.23259714444884,14.2,32.2
"exp2","shift_removed","10 squares",18,19.1238578680203,197,4.04682911144595,14.2,36.2
"exp2","shift_removed","10 squares",19,19.9037037037037,216,4.38445299658258,14.2,34.2
"exp2","shift_removed","10 squares",20,20.8584158415842,202,4.6517694130284,14.2,35.2
"exp2","shift_removed","10 squares",21,21.6848484848485,264,4.48399748405726,14.2,35.2
"exp2","shift_removed","10 squares",22,21.718115942029,276,4.52102539466832,14.2,33.2
"exp2","shift_removed","10 squares",23,23.2547945205479,292,5.10007185707454,14.2,36.2
"exp2","shift_removed","10 squares",24,23.3865079365079,252,4.83440282818013,14.2,36.2
"exp2","shift_removed","10 squares",25,24.7620689655172,290,4.98557877327897,14.2,36.2
"exp2","shift_removed","10 squares",26,25.4274509803922,255,4.88320593154044,14.2,36.2
"exp2","shift_removed","10 squares",27,26.92,225,5.0794403516248,14.2,36.2
"exp2","shift_removed","10 squares",28,27.9201492537313,268,5.00487073397328,14.2,36.2
"exp2","shift_removed","10 squares",29,28.7327510917031,229,4.81272270699649,14.2,36.2
"exp2","shift_removed","10 squares",30,29.6225941422594,239,4.62561283318076,14.2,36.2
"exp2","shift_removed","10 squares",31,30.1460784313726,204,4.74700157514292,14.2,36.2
"exp2","shift_removed","10 squares",32,31.0421052631579,190,4.39050391697191,16.2,36.2
"exp2","shift_removed","10 squares",33,31.3065088757396,169,4.1505040143141,18.2,36.2
"exp2","shift_removed","10 squares",34,31.9074829931973,147,3.89979079936583,14.2,36.2
"exp2","shift_removed","10 squares",35,32.2392156862745,102,3.61767270692153,17.2,36.2
"exp2","shift_removed","10 squares",36,32.3734693877551,98,3.04273855964528,24.2,36.2
"exp2","shift_removed","10 squares",37,33.5055555555556,72,2.67296790730638,24.2,36.2
"exp2","shift_removed","10 squares",38,34.15,40,2.33095116493961,28.2,36.2
"exp2","shift_removed","10 squares",39,32.9551020408163,49,3.41888512679266,25.2,36.2
"exp2","shift_removed","10 squares",40,34.1259259259259,27,2.9603264623235,26.2,36.2
"exp2","shift_removed","10 squares",41,34.44,25,1.71464281994823,28.2,36.2
"exp2","shift_removed","10 squares",42,34.5846153846154,13,1.70970082853022,32.2,36.2
"exp2","shift_removed","10 squares",43,34.8666666666667,6,1.75119007154183,32.2,36.2
"exp2","shift_removed","10 squares",44,32.075,8,4.76407688554966,24.2,36.2
"exp2","shift_removed","10 squares",45,35.95,4,0.5,35.2,36.2
"exp2","shift_removed","10 squares",46,35.2,2,1.4142135623731,34.2,36.2
"exp2","shift_removed","10 squares",47,34.2,1,NA,34.2,34.2
"exp2","shift_removed","10 squares",48,35.2,1,NA,35.2,35.2
"exp2","shift_removed","20 squares",1,12.5,1,NA,12.5,12.5
"exp2","shift_removed","20 squares",2,12.5,2,0,12.5,12.5
"exp2","shift_removed","20 squares",3,16,2,2.12132034355964,14.5,17.5
"exp2","shift_removed","20 squares",4,14.75,4,4.5,12.5,21.5
"exp2","shift_removed","20 squares",5,13.0555555555556,9,1.0137937550497,12.5,15.5
"exp2","shift_removed","20 squares",6,15.6,10,2.60128173535022,12.5,20.5
"exp2","shift_removed","20 squares",7,16.1666666666667,21,3.13581462037113,12.5,24.5
"exp2","shift_removed","20 squares",8,14.55,20,2.06410424053377,12.5,19.5
