"experiment","version","level","report","mean_objective","n"
"exp2","raw","2 squares",1,14,1
"exp2","raw","2 squares",2,16,1
"exp2","raw","2 squares",3,14.5,2
"exp2","raw","2 squares",4,14.5,2
"exp2","raw","2 squares",5,15.9,10
"exp2","raw","2 squares",6,17.0526315789474,19
"exp2","raw","2 squares",7,17.1304347826087,23
"exp2","raw","2 squares",8,17,38
"exp2","raw","2 squares",9,17.3440860215054,93
"exp2","raw","2 squares",10,17.5714285714286,77
"exp2","raw","2 squares",11,18.4545454545455,121
"exp2","raw","2 squares",12,17.8255033557047,149
"exp2","raw","2 squares",13,18.9573170731707,164
"exp2","raw","2 squares",14,19.4565217391304,184
"exp2","raw","2 squares",15,20.1372549019608,204
"exp2","raw","2 squares",16,20.8370044052863,227
"exp2","raw","2 squares",17,21.0658436213992,243
"exp2","raw","2 squares",18,22.4468085106383,235
"exp2","raw","2 squares",19,22.9568965517241,232
"exp2","raw","2 squares",20,23.6842105263158,228
"exp2","raw","2 squares",21,24.397489539749,239
"exp2","raw","2 squares",22,25.5536480686695,233
"exp2","raw","2 squares",23,25.7224669603524,227
"exp2","raw","2 squares",24,27.0858369098712,233
"exp2","raw","2 squares",25,28.487922705314,207
"exp2","raw","2 squares",26,28.5939086294416,197
"exp2","raw","2 squares",27,29.5277777777778,180
"exp2","raw","2 squares",28,30.0365853658537,164
"exp2","raw","2 squares",29,30.3125,192
"exp2","raw","2 squares",30,31.1111111111111,135
"exp2","raw","2 squares",31,31.198347107438,121
"exp2","raw","2 squares",32,31.9351851851852,108
"exp2","raw","2 squares",33,31.5208333333333,96
"exp2","raw","2 squares",34,32.7127659574468,94
"exp2","raw","2 squares",35,32.3947368421053,76
"exp2","raw","2 squares",36,32.448275862069,58
"exp2","raw","2 squares",37,32.9636363636364,55
"exp2","raw","2 squares",38,33.2222222222222,45
"exp2","raw","2 squares",39,33.6071428571429,28
"exp2","raw","2 squares",40,32.6086956521739,23
"exp2","raw","2 squares",41,33.5454545454545,11
"exp2","raw","2 squares",42,33.4117647058824,17
"exp2","raw","2 squares",43,33.7142857142857,7
"exp2","raw","2 squares",44,33.8,5
"exp2","raw","2 squares",45,34.6666666666667,3
"exp2","raw","2 squares",46,36,2
"exp2","raw","2 squares",48,32,3
"exp2","raw","10 squares",1,18,1
"exp2","raw","10 squares",2,14.5,2
"exp2","raw","10 squares",3,21.6666666666667,3
"exp2","raw","10 squares",4,22,3
"exp2","raw","10 squares",5,19.6,5
"exp2","raw","10 squares",6,17,14
"exp2","raw","10 squares",7,17,18
"exp2","raw","10 squares",8,17.9411764705882,17
"exp2","raw","10 squares",9,17.84375,32
"exp2","raw","10 squares",10,17.3541666666667,48
"exp2","raw","10 squares",11,18.52,50
"exp2","raw","10 squares",12,18.5393258426966,89
"exp2","raw","10 squares",13,17.981981981982,111
"exp2","raw","10 squares",14,18.9407407407407,135
"exp2","raw","10 squares",15,18.6214285714286,140
"exp2","raw","10 squares",16,19.6845238095238,168
"exp2","raw","10 squares",17,20.9039548022599,177
"exp2","raw","10 squares",18,20.695067264574,223
"exp2","raw","10 squares",19,21.3803921568627,255
"exp2","raw","10 squares",20,21.9918699186992,246
"exp2","raw","10 squares",21,23.2539682539683,252
"exp2","raw","10 squares",22,23.9703389830508,236
"exp2","raw","10 squares",23,23.9151291512915,271
"exp2","raw","10 squares",24,24.9324894514768,237
"exp2","raw","10 squares",25,26.1940298507463,268
"exp2","raw","10 squares",26,26.3739837398374,246
"exp2","raw","10 squares",27,27.1834061135371,229
"exp2","raw","10 squares",28,28.5698324022346,179
"exp2","raw","10 squares",29,29.5224719101124,178
"exp2","raw","10 squares",30,29.3492063492063,189
"exp2","raw","10 squares",31,30.0523255813953,172
"exp2","raw","10 squares",32,29.578231292517,147
"exp2","raw","10 squares",33,30.5833333333333,120
"exp2","raw","10 squares",34,30.5862068965517,116
"exp2","raw","10 squares",35,31.906976744186,86
"exp2","raw","10 squares",36,31.5277777777778,72
"exp2","raw","10 squares",37,31.2608695652174,69
"exp2","raw","10 squares",38,32.7115384615385,52
"exp2","raw","10 squares",39,32.9,50
"exp2","raw","10 squares",40,32.9166666666667,36
"exp2","raw","10 squares",41,33.4074074074074,27
"exp2","raw","10 squares",42,35.047619047619,21
"exp2","raw","10 squares",43,34.3333333333333,9
"exp2","raw","10 squares",44,33.8,5
"exp2","raw","10 squares",45,33,7
"exp2","raw","10 squares",46,35,3
"exp2","raw","10 squares",48,31.8,5
"exp2","raw","20 squares",1,14,1
"exp2","raw","20 squares",2,15,2
"exp2","raw","20 squares",4,16.3333333333333,12
"exp2","raw","20 squares",5,15.8,15
"exp2","raw","20 squares",6,16.6470588235294,17
"exp2","raw","20 squares",7,17.625,40
"exp2","raw","20 squares",8,16.5535714285714,56
"exp2","raw","20 squares",9,18.1212121212121,66
"exp2","raw","20 squares",10,18.5505617977528,89
"exp2","raw","20 squares",11,18.212962962963,108
"exp2","raw","20 squares",12,18.4,140
"exp2","raw","20 squares",13,19.421052631579,133
"exp2","raw","20 squares",14,19.6111111111111,180
"exp2","raw","20 squares",15,20.2857142857143,196
"exp2","raw","20 squares",16,20.9806763285024,207
"exp2","raw","20 squares",17,21.5570175438597,228
"exp2","raw","20 squares",18,21.9738219895288,191
"exp2","raw","20 squares",19,23.1136363636364,220
"exp2","raw","20 squares",20,23.5355648535565,239
"exp2","raw","20 squares",21,24.2921810699588,243
"exp2","raw","20 squares",22,25.0409836065574,244
"exp2","raw","20 squares",23,25.668,250
"exp2","raw","20 squares",24,26.4765957446808,235
"exp2","raw","20 squares",25,27.05,200
"exp2","raw","20 squares",26,27.6893203883495,206
"exp2","raw","20 squares",27,29.0192307692308,208
"exp2","raw","20 squares",28,29.6111111111111,162
"exp2","raw","20 squares",29,29.3031914893617,188
"exp2","raw","20 squares",30,30.2289156626506,166
"exp2","raw","20 squares",31,30.4921875,128
"exp2","raw","20 squares",32,30.9345794392523,107
"exp2","raw","20 squares",33,30.7884615384615,104
"exp2","raw","20 squares",34,31.421052631579,76
"exp2","raw","20 squares",35,31.8227848101266,79
"exp2","raw","20 squares",36,32,66
"exp2","raw","20 squares",37,32.0925925925926,54
"exp2","raw","20 squares",38,31.3243243243243,37
"exp2","raw","20 squares",39,33.1176470588235,34
"exp2","raw","20 squares",40,32.8928571428571,28
"exp2","raw","20 squares",41,34.2666666666667,15
"exp2","raw","20 squares",42,33.3684210526316,19
"exp2","raw","20 squares",43,34.5,4
"exp2","raw","20 squares",44,33.5,6
"exp2","raw","20 squares",45,33,1
"exp2","raw","20 squares",46,30,1
"exp2","raw","20 squares",48,33.5,2
"exp2","shift_removed","2 squares",1,16,1
"exp2","shift_removed","2 squares",3,14,2
"exp2","shift_removed","2 squares",5,14,2
"exp2","shift_removed","2 squares",6,18.5,2
"exp2","shift_removed","2 squares",7,15.375,8
"exp2","shift_removed","2 squares",8,17.1333333333333,15
"exp2","shift_removed","2 squares",9,15.0833333333333,12
"exp2","shift_removed","2 squares",10,15.8333333333333,18
"exp2","shift_removed","2 squares",11,17.7272727272727,33
"exp2","shift_removed","2 squares",12,17.1194029850746,67
"exp2","shift_removed","2 squares",13,17.4142857142857,70
"exp2","shift_removed","2 squares",14,18.1511627906977,86
"exp2","shift_removed","2 squares",15,17.5703703703704,135
"exp2","shift_removed","2 squares",16,18.079754601227,163
"exp2","shift_removed","2 squares",17,18.7684210526316,190
"exp2","shift_removed","2 squares",18,18.7286432160804,199
"exp2","shift_removed","2 squares",19,19.6383928571429,224
"exp2","shift_removed","2 squares",20,20.8834080717489,223
"exp2","shift_removed","2 squares",21,21.6653992395437,263
"exp2","shift_removed","2 squares",22,22.6869565217391,230
"exp2","shift_removed","2 squares",23,23.5230125523013,239
"exp2","shift_removed","2 squares",24,23.8991935483871,248
"exp2","shift_removed","2 squares",25,25.2489626556017,241
"exp2","shift_removed","2 squares",26,26.3478260869565,230
"exp2","shift_removed","2 squares",27,27.411214953271,214
"exp2","shift_removed","2 squares",28,27.8471615720524,229
"exp2","shift_removed","2 squares",29,28.5914893617021,235
"exp2","shift_removed","2 squares",30,29.7029702970297,202
"exp2","shift_removed","2 squares",31,30.1741573033708,178
"exp2","shift_removed","2 squares",32,30.9558011049724,181
"exp2","shift_removed","2 squares",33,31.4647058823529,170
"exp2","shift_removed","2 squares",34,31.9084967320261,153
"exp2","shift_removed","2 squares",35,32.359649122807,114
"exp2","shift_removed","2 squares",36,32.5591397849462,93
"exp2","shift_removed","2 squares",37,33.3975903614458,83
"exp2","shift_removed","2 squares",38,33.3116883116883,77
"exp2","shift_removed","2 squares",39,33.6792452830189,53
"exp2","shift_removed","2 squares",40,33.5714285714286,42
"exp2","shift_removed","2 squares",41,33.3870967741936,31
"exp2","shift_removed","2 squares",42,34.3,20
"exp2","shift_removed","2 squares",43,34.9375,16
"exp2","shift_removed","2 squares",44,34.6363636363636,11
"exp2","shift_removed","2 squares",45,35.5,2
"exp2","shift_removed","2 squares",46,36,1
"exp2","shift_removed","2 squares",47,31.6666666666667,3
"exp2","shift_removed","2 squares",48,32.3333333333333,3
"exp2","shift_removed","10 squares",0,18,1
"exp2","shift_removed","10 squares",1,15,1
"exp2","shift_removed","10 squares",2,18,2
"exp2","shift_removed","10 squares",3,14,2
"exp2","shift_removed","10 squares",4,16.3333333333333,3
"exp2","shift_removed","10 squares",5,19.6666666666667,3
"exp2","shift_removed","10 squares",6,17.5714285714286,7
"exp2","shift_removed","10 squares",7,20.125,8
"exp2","shift_removed","10 squares",8,15.5,16
"exp2","shift_removed","10 squares",9,17.3636363636364,22
"exp2","shift_removed","10 squares",10,17.695652173913,23
"exp2","shift_removed","10 squares",11,16.65625,32
"exp2","shift_removed","10 squares",12,17.0652173913043,46
"exp2","shift_removed","10 squares",13,16.6603773584906,53
"exp2","shift_removed","10 squares",14,17.0526315789474,76
"exp2","shift_removed","10 squares",15,17.6320754716981,106
"exp2","shift_removed","10 squares",16,18.8592592592593,135
"exp2","shift_removed","10 squares",17,19.8466666666667,150
"exp2","shift_removed","10 squares",18,19.0139534883721,215
"exp2","shift_removed","10 squares",19,19.7632850241546,207
"exp2","shift_removed","10 squares",20,21.0754716981132,212
"exp2","shift_removed","10 squares",21,21.1477272727273,264
"exp2","shift_removed","10 squares",22,22.0342465753425,292
"exp2","shift_removed","10 squares",23,22.9927797833935,277
"exp2","shift_removed","10 squares",24,23.272030651341,261
"exp2","shift_removed","10 squares",25,24.8637992831541,279
"exp2","shift_removed","10 squares",26,25.5627530364372,247
"exp2","shift_removed","10 squares",27,26.9126984126984,252
"exp2","shift_removed","10 squares",28,27.741935483871,248
"exp2","shift_removed","10 squares",29,28.969696969697,231
"exp2","shift_removed","10 squares",30,29.6666666666667,228
"exp2","shift_removed","10 squares",31,29.9438775510204,196
"exp2","shift_removed","10 squares",32,31.0343137254902,204
"exp2","shift_removed","10 squares",33,31.006711409396,149
"exp2","shift_removed","10 squares",34,31.6086956521739,138
"exp2","shift_removed","10 squares",35,32.1142857142857,105
"exp2","shift_removed","10 squares",36,32.5806451612903,93
"exp2","shift_removed","10 squares",37,33.1774193548387,62
"exp2","shift_removed","10 squares",38,33.2142857142857,42
"exp2","shift_removed","10 squares",39,33.2272727272727,44
"exp2","shift_removed","10 squares",40,34.15625,32
"exp2","shift_removed","10 squares",41,34.0869565217391,23
"exp2","shift_removed","10 squares",42,34.2727272727273,11
"exp2","shift_removed","10 squares",43,32.3333333333333,9
"exp2","shift_removed","10 squares",44,34.4,5
"exp2","shift_removed","10 squares",45,36,4
"exp2","shift_removed","10 squares",46,34,1
"exp2","shift_removed","10 squares",47,34,1
"exp2","shift_removed","10 squares",48,35,1
"exp2","shift_removed","20 squares",2,14,1
"exp2","shift_removed","20 squares",4,15.6666666666667,3
"exp2","shift_removed","20 squares",5,17.6666666666667,3
"exp2","shift_removed","20 squares",6,14.25,4
"exp2","shift_removed","20 squares",7,15.3333333333333,9
"exp2","shift_removed","20 squares",8,17.5,16
"exp2","shift_removed","20 squares",9,16.8235294117647,17
"exp2","shift_removed","20 squares",10,17.12,25
"exp2","shift_removed","20 squares",11,17.0526315789474,38
"exp2","shift_removed","20 squares",12,16.9761904761905,42
"exp2","shift_removed","20 squares",13,17.1212121212121,66
"exp2","shift_removed","20 squares",14,17.6354166666667,96
"exp2","shift_removed","20 squares",15,17.8181818181818,132
"exp2","shift_removed","20 squares",16,17.8917197452229,157
"exp2","shift_removed","20 squares",17,18.6518987341772,158
"exp2","shift_removed","20 squares",18,19.7740384615385,208
