"experiment","level","mean_shift","sd_shift"
"exp2","2 squares",-3.10494812450121,2.68274210034654
"exp2","10 squares",-1.07252440725246,3.11955278117968
"exp2","20 squares",-2.76354187487508,3.29122165486546
