"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp4","experience","overall",0.974163035249187,0.0311768767594235,48.835032931103,0.911505401923675,1.0368206685747,31.2463317851342,6.08151568878854e-34
"exp4","average","overall",0.921783126332692,0.0303900285324804,49.9750438456768,0.860742202355078,0.982824050310307,30.3317624512101,7.53589767263146e-34
