"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp4","X3 - X5",-0.0228284396698256,0.010910838587062,97,-2.09227177981494,0.0967312397118453
"exp4","X3 - X7",-0.0178233795918498,0.0101079807755957,97,-1.76329773349804,0.187439293538063
"exp4","X5 - X7",0.00500506007797585,0.0117553898498961,97,0.425767255861795,0.905016590779009
