"participant_id","condition","variance_level","side","n_trials","inward"
"experience.608f39d2c76e436967135846","experience","5","low",19,2.36315789473684
"experience.608f39d2c76e436967135846","experience","7","high",15,-0.493333333333333
"experience.608f39d2c76e436967135846","experience","7","low",22,3.99545454545455
"experience.610c83598db46d4d46de2c61","experience","3","high",18,-6.49444444444444
"experience.610c83598db46d4d46de2c61","experience","3","low",21,2.0047619047619
"experience.610c83598db46d4d46de2c61","experience","5","high",15,-2.12666666666667
"experience.610c83598db46d4d46de2c61","experience","5","low",26,2.8
"experience.610c83598db46d4d46de2c61","experience","7","high",17,-0.988235294117647
"experience.610c83598db46d4d46de2c61","experience","7","low",15,4.57333333333333
"experience.6120602a67554358bbd53c9d","experience","3","high",19,-2.20526315789474
"experience.6120602a67554358bbd53c9d","experience","3","low",22,-0.490909090909091
"experience.6120602a67554358bbd53c9d","experience","5","high",11,3.32727272727273
"experience.6120602a67554358bbd53c9d","experience","5","low",17,-0.105882352941177
"experience.6120602a67554358bbd53c9d","experience","7","high",18,6.13333333333333
"experience.6120602a67554358bbd53c9d","experience","7","low",21,-0.99047619047619
"experience.6172cf92f2ea6613f717abb6","experience","3","high",18,0.883333333333334
"experience.6172cf92f2ea6613f717abb6","experience","3","low",14,1.22142857142857
"experience.6172cf92f2ea6613f717abb6","experience","5","high",8,-1.7
"experience.6172cf92f2ea6613f717abb6","experience","5","low",26,1.76153846153846
"experience.6172cf92f2ea6613f717abb6","experience","7","high",17,-1.52352941176471
"experience.6172cf92f2ea6613f717abb6","experience","7","low",19,5.56315789473684
"experience.62e174454a461d00781acfe1","experience","3","high",18,-2.69444444444444
"experience.62e174454a461d00781acfe1","experience","3","low",23,-0.408695652173913
"experience.62e174454a461d00781acfe1","experience","5","high",17,-1.06470588235294
"experience.62e174454a461d00781acfe1","experience","5","low",17,0.0352941176470591
"experience.62e174454a461d00781acfe1","experience","7","high",13,-0.561538461538461
"experience.62e174454a461d00781acfe1","experience","7","low",20,1.085
"experience.6329e23d509947bfd4c50ab3","experience","3","high",15,-0.366666666666666
"experience.6329e23d509947bfd4c50ab3","experience","3","low",21,-7.27142857142857
"experience.6329e23d509947bfd4c50ab3","experience","5","high",14,3.28571428571429
"experience.6329e23d509947bfd4c50ab3","experience","5","low",24,-3.57916666666667
"experience.6329e23d509947bfd4c50ab3","experience","7","high",17,3.67058823529412
"experience.6329e23d509947bfd4c50ab3","experience","7","low",18,-2.26111111111111
"experience.63d92dacc885e6167a4a486c","experience","3","high",11,0.845454545454546
"experience.63d92dacc885e6167a4a486c","experience","3","low",19,2.04736842105263
"experience.63d92dacc885e6167a4a486c","experience","5","high",15,3.19333333333333
"experience.63d92dacc885e6167a4a486c","experience","5","low",21,1.11904761904762
"experience.63d92dacc885e6167a4a486c","experience","7","high",20,3.39
"experience.63d92dacc885e6167a4a486c","experience","7","low",17,3.29411764705882
"experience.64badb09518eb5b219132eea","experience","3","high",16,-6.36875
"experience.64badb09518eb5b219132eea","experience","3","low",25,-3.448
"experience.64badb09518eb5b219132eea","experience","5","high",14,-3.17857142857143
"experience.64badb09518eb5b219132eea","experience","5","low",20,-3.195
"experience.64badb09518eb5b219132eea","experience","7","high",18,1.95
"experience.64badb09518eb5b219132eea","experience","7","low",16,0.54375
"experience.65181c2f753b188afdddd2c4","experience","3","high",17,0.541176470588236
"experience.65181c2f753b188afdddd2c4","experience","3","low",22,-2.04545454545455
"experience.65181c2f753b188afdddd2c4","experience","5","high",20,2.62
"experience.65181c2f753b188afdddd2c4","experience","5","low",16,-1.05625
"experience.65181c2f753b188afdddd2c4","experience","7","high",12,2.74166666666667
"experience.65181c2f753b188afdddd2c4","experience","7","low",22,0.163636363636364
"experience.655f8b959477c803eb906622","experience","3","high",16,-0.10625
"experience.655f8b959477c803eb906622","experience","3","low",20,-2.845
"experience.655f8b959477c803eb906622","experience","5","high",16,0.275000000000001
"experience.655f8b959477c803eb906622","experience","5","low",20,-0.95
"experience.655f8b959477c803eb906622","experience","7","high",16,0.112499999999999
"experience.655f8b959477c803eb906622","experience","7","low",22,-0.513636363636363
"experience.655fd05c12d38751dfa91559","experience","3","high",21,3.07142857142857
"experience.655fd05c12d38751dfa91559","experience","3","low",16,-2.975
"experience.655fd05c12d38751dfa91559","experience","5","high",12,2.53333333333333
"experience.655fd05c12d38751dfa91559","experience","5","low",26,0.396153846153846
"experience.655fd05c12d38751dfa91559","experience","7","high",16,3.7125
"experience.655fd05c12d38751dfa91559","experience","7","low",17,1.31764705882353
"experience.6599b15ac5bd63ec64f8b1f5","experience","3","high",18,-0.772222222222222
"experience.6599b15ac5bd63ec64f8b1f5","experience","3","low",20,0.22
"experience.6599b15ac5bd63ec64f8b1f5","experience","5","high",20,1.15
"experience.6599b15ac5bd63ec64f8b1f5","experience","5","low",16,-1.33125
"experience.6599b15ac5bd63ec64f8b1f5","experience","7","high",12,0.841666666666667
"experience.6599b15ac5bd63ec64f8b1f5","experience","7","low",23,-1.0695652173913
"experience.65cce024500351e8c8f7ff26","experience","3","high",22,0.931818181818182
"experience.65cce024500351e8c8f7ff26","experience","3","low",22,-1.24545454545455
"experience.65cce024500351e8c8f7ff26","experience","5","high",15,2.00666666666667
"experience.65cce024500351e8c8f7ff26","experience","5","low",19,-0.126315789473685
"experience.65cce024500351e8c8f7ff26","experience","7","high",16,4.625
"experience.65cce024500351e8c8f7ff26","experience","7","low",23,0.047826086956521
"experience.6639151df5e0ac5d59c17055","experience","3","high",15,-4.10666666666667
"experience.6639151df5e0ac5d59c17055","experience","3","low",21,-0.342857142857143
"experience.6639151df5e0ac5d59c17055","experience","5","high",18,0.866666666666667
"experience.6639151df5e0ac5d59c17055","experience","5","low",17,-2.18823529411765
"experience.6639151df5e0ac5d59c17055","experience","7","high",14,1.91428571428571
"experience.6639151df5e0ac5d59c17055","experience","7","low",22,1.26818181818182
"experience.6650ecda2657647b60a302eb","experience","3","high",13,3.67692307692308
"experience.6650ecda2657647b60a302eb","experience","3","low",23,-0.0434782608695652
"experience.6650ecda2657647b60a302eb","experience","5","high",14,4.12142857142857
"experience.6650ecda2657647b60a302eb","experience","5","low",22,0.0500000000000003
"experience.6650ecda2657647b60a302eb","experience","7","high",19,5.91578947368421
"experience.6650ecda2657647b60a302eb","experience","7","low",16,0.575000000000001
"experience.66573c811d17794993965781","experience","3","high",17,1.17647058823529
"experience.66573c811d17794993965781","experience","3","low",17,-3.34117647058824
"experience.66573c811d17794993965781","experience","5","high",16,-1.91875
"experience.66573c811d17794993965781","experience","5","low",23,-2.01304347826087
"experience.66573c811d17794993965781","experience","7","high",15,0.573333333333333
"experience.66573c811d17794993965781","experience","7","low",21,-2.9
"experience.66613916abcfcbe01b57b32a","experience","3","high",17,3.91843420455938e-16
"experience.66613916abcfcbe01b57b32a","experience","3","low",21,0.995238095238096
"experience.66613916abcfcbe01b57b32a","experience","5","high",17,0.341176470588235
"experience.66613916abcfcbe01b57b32a","experience","5","low",21,2.87142857142857
"experience.66613916abcfcbe01b57b32a","experience","7","high",11,1.8
"experience.66613916abcfcbe01b57b32a","experience","7","low",20,2.81
"experience.66789a1e138a59bb4ad16fa5","experience","3","high",17,3.33529411764706
"experience.66789a1e138a59bb4ad16fa5","experience","3","low",13,-1.05384615384615
"experience.66789a1e138a59bb4ad16fa5","experience","5","high",15,4.83333333333333
"experience.66789a1e138a59bb4ad16fa5","experience","5","low",25,-0.972
"experience.66789a1e138a59bb4ad16fa5","experience","7","high",17,3.51176470588235
"experience.66789a1e138a59bb4ad16fa5","experience","7","low",21,0.409523809523809
"experience.66d8e14e71c04a7d23ff43c9","experience","3","high",12,-1.05
"experience.66d8e14e71c04a7d23ff43c9","experience","3","low",21,-0.238095238095238
"experience.66d8e14e71c04a7d23ff43c9","experience","5","high",16,-3.50625
"experience.66d8e14e71c04a7d23ff43c9","experience","5","low",13,2.06923076923077
"experience.66d8e14e71c04a7d23ff43c9","experience","7","high",18,-3.14444444444444
"experience.66d8e14e71c04a7d23ff43c9","experience","7","low",19,-1.92105263157895
"experience.66fcd1c4584eed5dbd49859c","experience","3","high",16,1.7
"experience.66fcd1c4584eed5dbd49859c","experience","3","low",18,3.26666666666667
"experience.66fcd1c4584eed5dbd49859c","experience","5","high",16,1.38125
"experience.66fcd1c4584eed5dbd49859c","experience","5","low",18,4.76666666666667
"experience.66fcd1c4584eed5dbd49859c","experience","7","high",13,1.01538461538462
"experience.66fcd1c4584eed5dbd49859c","experience","7","low",22,6.85909090909091
"experience.6716283de5fe806da4523e16","experience","3","high",18,-3.29444444444445
"experience.6716283de5fe806da4523e16","experience","3","low",16,0.75625
"experience.6716283de5fe806da4523e16","experience","5","high",13,-4.43076923076923
"experience.6716283de5fe806da4523e16","experience","5","low",21,5.96190476190476
"experience.6716283de5fe806da4523e16","experience","7","high",15,-5.28666666666667
"experience.6716283de5fe806da4523e16","experience","7","low",22,5.30909090909091
"experience.67352889b3b5e7bc6bb4981b","experience","3","low",48,1.20208333333333
"experience.67352889b3b5e7bc6bb4981b","experience","5","high",6,2.65
"experience.67352889b3b5e7bc6bb4981b","experience","5","low",13,3.63076923076923
"experience.67352889b3b5e7bc6bb4981b","experience","7","high",41,3.31707317073171
"experience.675758f40df8b09c8aa98ad0","experience","3","high",15,-0.52
"experience.675758f40df8b09c8aa98ad0","experience","3","low",21,-0.0523809523809521
"experience.675758f40df8b09c8aa98ad0","experience","5","high",12,0.774999999999999
"experience.675758f40df8b09c8aa98ad0","experience","5","low",20,1.125
"experience.675758f40df8b09c8aa98ad0","experience","7","high",19,0.473684210526316
"experience.675758f40df8b09c8aa98ad0","experience","7","low",19,3.27368421052632
"experience.67df65cf111af9caf43e00a5","experience","3","high",16,-5.81875
"experience.67df65cf111af9caf43e00a5","experience","3","low",19,-0.826315789473684
"experience.67df65cf111af9caf43e00a5","experience","5","high",15,-1.78
"experience.67df65cf111af9caf43e00a5","experience","5","low",22,-1.23636363636364
"experience.67df65cf111af9caf43e00a5","experience","7","high",14,-0.864285714285715
"experience.67df65cf111af9caf43e00a5","experience","7","low",21,0.785714285714286
"experience.68dc82cf2d34a90250ee5972","experience","3","high",12,-0.275
"experience.68dc82cf2d34a90250ee5972","experience","3","low",24,-1.64166666666667
"experience.68dc82cf2d34a90250ee5972","experience","5","high",20,0.105
"experience.68dc82cf2d34a90250ee5972","experience","5","low",21,-0.928571428571428
"experience.68dc82cf2d34a90250ee5972","experience","7","high",16,-2.45
"experience.68dc82cf2d34a90250ee5972","experience","7","low",13,0.892307692307692
"experience.697ed59824964096e537d7d3","experience","3","high",10,2.73
"experience.697ed59824964096e537d7d3","experience","3","low",22,-1.29545454545455
"experience.697ed59824964096e537d7d3","experience","5","high",19,5.6578947368421
"experience.697ed59824964096e537d7d3","experience","5","low",20,-1.66
"experience.697ed59824964096e537d7d3","experience","7","high",15,4.56666666666667
"experience.697ed59824964096e537d7d3","experience","7","low",19,-2.11578947368421
"experience.698ce63b43f959c040a1a38c","experience","3","high",16,-3.05625
"experience.698ce63b43f959c040a1a38c","experience","3","low",24,2.57916666666667
"experience.698ce63b43f959c040a1a38c","experience","5","high",13,-2.04615384615385
"experience.698ce63b43f959c040a1a38c","experience","5","low",20,1.795
"experience.698ce63b43f959c040a1a38c","experience","7","high",17,-0.905882352941177
"experience.698ce63b43f959c040a1a38c","experience","7","low",18,8.21111111111111
"experience.698e495c1fc8060e7080c7b9","experience","3","high",13,1.19230769230769
"experience.698e495c1fc8060e7080c7b9","experience","3","low",25,-4.324
"experience.698e495c1fc8060e7080c7b9","experience","5","high",17,-2.24117647058823
"experience.698e495c1fc8060e7080c7b9","experience","5","low",21,-4.51904761904762
"experience.698e495c1fc8060e7080c7b9","experience","7","high",18,-3.17222222222222
"experience.698e495c1fc8060e7080c7b9","experience","7","low",12,3.35
"experience.699085db00ce46f1d7f46540","experience","3","high",18,-3.01111111111111
"experience.699085db00ce46f1d7f46540","experience","3","low",22,-1.3
"experience.699085db00ce46f1d7f46540","experience","5","high",12,-0.541666666666667
"experience.699085db00ce46f1d7f46540","experience","5","low",24,-1.4875
"experience.699085db00ce46f1d7f46540","experience","7","high",15,-1.58666666666667
"experience.699085db00ce46f1d7f46540","experience","7","low",18,-0.9
"experience.6995ebe917abe5d36a3b17e0","experience","3","high",14,-4.88571428571429
"experience.6995ebe917abe5d36a3b17e0","experience","3","low",25,-1.424
"experience.6995ebe917abe5d36a3b17e0","experience","5","high",11,-3.33636363636364
"experience.6995ebe917abe5d36a3b17e0","experience","5","low",25,0.136
"experience.6995ebe917abe5d36a3b17e0","experience","7","high",24,-4.2625
"experience.6995ebe917abe5d36a3b17e0","experience","7","low",13,1.74615384615385
"experience.6997463b53dc974a895c3f7d","experience","3","high",16,0.11875
"experience.6997463b53dc974a895c3f7d","experience","3","low",27,-0.0703703703703705
"experience.6997463b53dc974a895c3f7d","experience","5","high",6,4.38333333333333
"experience.6997463b53dc974a895c3f7d","experience","5","low",25,3.32
"experience.6997463b53dc974a895c3f7d","experience","7","high",26,2.32307692307692
"experience.6997463b53dc974a895c3f7d","experience","7","low",11,0.545454545454546
"experience.69ab40ce103bf88603a63252","experience","3","high",16,-6.20625
"experience.69ab40ce103bf88603a63252","experience","3","low",28,-7.48928571428571
"experience.69ab40ce103bf88603a63252","experience","5","high",17,-6.59411764705882
"experience.69ab40ce103bf88603a63252","experience","5","low",9,0.455555555555556
"experience.69ab40ce103bf88603a63252","experience","7","high",15,-9.26666666666667
"experience.69ab40ce103bf88603a63252","experience","7","low",20,1.21
"experience.69adbd35d535ed1bd0cdce42","experience","3","high",11,5.1
"experience.69adbd35d535ed1bd0cdce42","experience","3","low",21,0.871428571428571
"experience.69adbd35d535ed1bd0cdce42","experience","5","high",17,2.45294117647059
"experience.69adbd35d535ed1bd0cdce42","experience","5","low",20,3.445
"experience.69adbd35d535ed1bd0cdce42","experience","7","high",18,-2.8
"experience.69adbd35d535ed1bd0cdce42","experience","7","low",25,2.508
"experience.69b9a9800190f414ab589c05","experience","3","high",20,-3.99
"experience.69b9a9800190f414ab589c05","experience","3","low",20,-2.34
"experience.69b9a9800190f414ab589c05","experience","5","high",18,0.416666666666667
"experience.69b9a9800190f414ab589c05","experience","5","low",16,-0.0375000000000004
"experience.69b9a9800190f414ab589c05","experience","7","high",11,-1.96363636363636
"experience.69b9a9800190f414ab589c05","experience","7","low",25,-0.396
"experience.69b9bede6c5d94595aa6f31f","experience","3","high",15,-2.19333333333333
"experience.69b9bede6c5d94595aa6f31f","experience","3","low",22,-3.78181818181818
"experience.69b9bede6c5d94595aa6f31f","experience","5","high",22,-2.56363636363636
"experience.69b9bede6c5d94595aa6f31f","experience","5","low",14,-2.31428571428571
"experience.69b9bede6c5d94595aa6f31f","experience","7","high",11,-1.68181818181818
"experience.69b9bede6c5d94595aa6f31f","experience","7","low",26,1.14615384615385
"experience.69bf4d1a17c6fd5e56da4309","experience","3","high",20,2.45
"experience.69bf4d1a17c6fd5e56da4309","experience","3","low",22,-2.33636363636364
"experience.69bf4d1a17c6fd5e56da4309","experience","5","high",15,2.18666666666667
"experience.69bf4d1a17c6fd5e56da4309","experience","5","low",20,-1.37
"experience.69bf4d1a17c6fd5e56da4309","experience","7","high",15,5.70666666666667
"experience.69bf4d1a17c6fd5e56da4309","experience","7","low",17,0.0999999999999994
