"participant_id","condition","variance_level","n_sides","n_low","n_high","inward_low","inward_high","inward"
"average.69b8c2e2a791bd09e0041dd7","average","3",2,14,17,-1.42857142857143,3.48823529411765,1.02983193277311
"average.69b8c2e2a791bd09e0041dd7","average","5",2,26,18,1.61923076923077,5.65,3.63461538461538
"average.69b8c2e2a791bd09e0041dd7","average","7",2,23,12,3.46086956521739,2.45,2.9554347826087
"average.69b9174a05fa2db6d0a8b4ff","average","3",2,26,20,-9.22692307692308,9.31,0.0415384615384617
"average.69b9174a05fa2db6d0a8b4ff","average","5",2,19,13,-4.05789473684211,8.13076923076923,2.03643724696356
"average.69b9174a05fa2db6d0a8b4ff","average","7",2,17,12,-1.81764705882353,10.6,4.39117647058823
"average.69bb5d0e58b8b38af6ea30eb","average","3",2,21,14,-2.1952380952381,1.50714285714286,-0.344047619047619
"average.69bb5d0e58b8b38af6ea30eb","average","5",2,26,13,-1.61923076923077,3.20769230769231,0.794230769230769
"average.69bb5d0e58b8b38af6ea30eb","average","7",2,14,20,3.44285714285714,2.985,3.21392857142857
"average.69bc4a5a75e354d36da3b4df","average","3",2,22,15,-1.06363636363636,0.213333333333333,-0.425151515151515
"average.69bc4a5a75e354d36da3b4df","average","5",2,19,19,-3.03157894736842,4.45789473684211,0.713157894736843
"average.69bc4a5a75e354d36da3b4df","average","7",2,16,14,-3.1625,4.58571428571429,0.711607142857143
"average.69bdd52e962f286c3349b154","average","3",2,21,18,1.46190476190476,3.78333333333333,2.62261904761905
"average.69bdd52e962f286c3349b154","average","5",2,25,13,4.564,1.01538461538462,2.78969230769231
"average.69bdd52e962f286c3349b154","average","7",2,19,16,5.31578947368421,2.05,3.6828947368421
"average.69c07518ef8c7765906f4e89","average","3",2,24,13,-1.2125,0.0692307692307692,-0.571634615384615
"average.69c07518ef8c7765906f4e89","average","5",2,22,13,-0.154545454545454,1.39230769230769,0.618881118881119
"average.69c07518ef8c7765906f4e89","average","7",2,17,22,3.42352941176471,2.75909090909091,3.09131016042781
"average.69c19681729c357296460f3d","average","3",2,15,26,-2.38666666666667,-4.21538461538462,-3.30102564102564
"average.69c19681729c357296460f3d","average","5",2,22,10,0.759090909090909,-3.3,-1.27045454545455
"average.69c19681729c357296460f3d","average","7",2,24,14,-0.0666666666666668,-1.87142857142857,-0.969047619047619
"average.69c1aaedff8c0b25b7df1d32","average","3",2,19,18,-7.39473684210526,0.522222222222223,-3.43625730994152
"average.69c1aaedff8c0b25b7df1d32","average","5",2,20,16,-5.97,-2.48125,-4.225625
"average.69c1aaedff8c0b25b7df1d32","average","7",2,23,16,-2.53478260869565,-0.61875,-1.57676630434783
"experience.558955ebfdf99b6bd06016c9","experience","3",2,29,17,-3.31724137931034,-1.00588235294118,-2.16156186612576
"experience.558955ebfdf99b6bd06016c9","experience","5",2,22,18,-1.26363636363636,-0.116666666666667,-0.690151515151515
"experience.558955ebfdf99b6bd06016c9","experience","7",2,8,14,2.05,-1.52857142857143,0.260714285714286
"experience.56c79f6cc41c43000c0886b0","experience","3",2,21,16,1.08095238095238,-1.0875,-0.00327380952380929
"experience.56c79f6cc41c43000c0886b0","experience","5",2,17,14,0.864705882352941,0.835714285714285,0.850210084033613
"experience.56c79f6cc41c43000c0886b0","experience","7",2,23,15,3.27391304347826,1.87333333333333,2.5736231884058
"experience.5711c09d28742b0011c585be","experience","3",2,13,12,5.76923076923077,-2.15833333333333,1.80544871794872
"experience.5711c09d28742b0011c585be","experience","5",2,24,16,5.54166666666667,-2.1875,1.67708333333333
"experience.5711c09d28742b0011c585be","experience","7",2,22,15,6.25454545454545,-0.466666666666667,2.89393939393939
"experience.5a5aabd3acc75b00017a5300","experience","3",2,20,15,0.75,4.91333333333333,2.83166666666667
"experience.5a5aabd3acc75b00017a5300","experience","5",2,19,15,1.7,4.79333333333333,3.24666666666667
"experience.5a5aabd3acc75b00017a5300","experience","7",2,23,20,3.54782608695652,5.35,4.44891304347826
"experience.5a792c898fe2dc0001058c3b","experience","3",2,22,16,-2.84090909090909,-5.26875,-4.05482954545455
"experience.5a792c898fe2dc0001058c3b","experience","5",2,22,17,0.690909090909091,-2.82352941176471,-1.06631016042781
"experience.5a792c898fe2dc0001058c3b","experience","7",2,18,19,-0.016666666666667,-3.21052631578947,-1.61359649122807
"experience.5b0d1b8e444cef0001ca66ac","experience","3",2,23,19,-2.94782608695652,2.38421052631579,-0.281807780320366
