"experiment","condition","term","b","SE","df","t","p"
"exp4","experience","(Intercept)",24.2631907453422,0.28756349913884,49.0122319944274,84.3750713077375,9.94778325544994e-55
"exp4","experience","meanVal_c",0.974163035249187,0.0311768767594235,48.835032931103,31.2463317851342,6.08151568878854e-34
"exp4","experience","variance_level1",-0.565515436948381,0.122852733807956,49.633736421397,-4.60319782409072,2.91269806658261e-05
"exp4","experience","variance_level2",-0.0109671735205304,0.0730943593949032,726.41151514776,-0.150041311139736,0.880773672312709
"exp4","experience","meanVal_c:variance_level1",0.122699112945055,0.0115370785466263,10343.0258389012,10.6351978491933,2.79347455756611e-26
"exp4","experience","meanVal_c:variance_level2",-0.00893361229731083,0.011675505655286,10366.1774768628,-0.765158491723755,0.444194592472831
"exp4","average","(Intercept)",23.7802369194248,0.327557161140336,49.9853311533608,72.5987392143645,2.4508182683582e-52
"exp4","average","meanVal_c",0.921783126332692,0.0303900285324804,49.9750438456768,30.3317624512101,7.53589767263146e-34
"exp4","average","variance_level1",-0.408863456387582,0.118195644976486,50.2456774174765,-3.45920914826366,0.00111320621393143
"exp4","average","variance_level2",0.113352004262723,0.0714343912647234,250.178304909384,1.58679877095418,0.113821297213014
"exp4","average","meanVal_c:variance_level1",0.153737439542404,0.0110619862183634,10465.857900958,13.8978151398519,1.58938642281476e-43
"exp4","average","meanVal_c:variance_level2",-0.00850319896098132,0.0110222821306972,10498.9546099338,-0.771455390104723,0.440454416511596
