"experiment","term","b","SE","df","t","p"
"exp4","(Intercept)",24.0216155225277,0.218236253288863,98.984252391216,110.071608912439,2.51770995812307e-105
"exp4","meanVal_c",0.947723536466607,0.0217395660249056,98.8505636541205,43.5944091699374,2.34139335277877e-66
"exp4","variance_level1",-0.487238258057073,0.0851407118803378,99.5637391191437,-5.72274118099775,1.10821881068748e-07
"exp4","variance_level2",0.0516799584008008,0.0499005277685556,3955.59289186867,1.03565955535578,0.300424305480651
"exp4","condition1",-0.241326823939123,0.218236253288863,98.9842523951288,-1.10580538431301,0.271491186269974
"exp4","meanVal_c:variance_level1",0.138346833236162,0.00799270798685709,20809.0185419605,17.3091314562792,1.17654642397294e-66
"exp4","meanVal_c:variance_level2",-0.00870379791972959,0.00802668391825162,20862.567300604,-1.08435787535352,0.278218684182018
"exp4","meanVal_c:condition1",-0.0261754718522769,0.0217395660249056,98.8505636616541,-1.204047579528,0.231446421406413
"exp4","variance_level1:condition1",0.0776385371862496,0.0851407118803378,99.5637391590091,0.911884989819768,0.364031913840937
"exp4","variance_level2:condition1",0.0622859861096971,0.0499005277685556,3955.59288358489,1.24820295285426,0.212030619816292
"exp4","meanVal_c:variance_level1:condition1",0.0152781044145942,0.00799270798685709,20809.018538677,1.91150539212954,0.0559533859249614
"exp4","meanVal_c:variance_level2:condition1",0.00037060150143998,0.00802668391825162,20862.5673017708,0.0461711841670109,0.963174251594662
