"experiment","window","contrast","estimate","SE","df","t.ratio","p.value"
"exp4","low","variance_level3 - variance_level5",0.197564911988416,0.213176688550622,1338.28217379072,0.926766023675717,0.623431784794402
"exp4","low","variance_level3 - variance_level7",-0.491457131770882,0.22153292144789,1337.32191987568,-2.21843836373766,0.0684546925060127
"exp4","low","variance_level5 - variance_level7",-0.689022043759298,0.238196521681056,1339.69490060746,-2.8926620712031,0.0108293552391783
"exp4","high","variance_level3 - variance_level5",0.525794586771943,0.309674618021129,793.750306124888,1.69789371221915,0.206606049009524
"exp4","high","variance_level3 - variance_level7",0.945064458813154,0.305225622819573,802.591386223472,3.09628153129139,0.00574581636096894
"exp4","high","variance_level5 - variance_level7",0.419269872041212,0.305045678442862,787.717272956255,1.37444947321142,0.3548362329895
