"width","se_width","report_span","experiment","variance_level","high","se_high","low","se_low"
14.8975463478336,0.313833587892166,30,"exp4","3",31.9744741397568,0.25601843706915,17.0769277919232,0.181510552778453
14.56931667305,0.334349184324892,30,"exp4","5",31.4486795529849,0.26585166395647,16.8793628799348,0.202761608373717
13.4610247572495,0.334933613698584,30,"exp4","7",31.0294096809437,0.259091278103791,17.5683849236941,0.212255118185019
