"experiment","window","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp4","low","variance_level",93.5235871519273,46.7617935759637,2,1338.33945359916,4.41994129201953,0.0122111214569143
"exp4","low","condition",0.0576687142002763,0.0576687142002763,1,97.6620253685984,0.00545086729270567,0.941296671947507
"exp4","low","variance_level:condition",8.55282762064262,4.27641381032131,2,1338.33945357537,0.404208148074915,0.667586627966593
"exp4","high","variance_level",113.039661055101,56.5198305275503,2,794.834888858093,4.80407319380446,0.00843581689035251
"exp4","high","condition",0.869739884645395,0.869739884645395,1,71.7073519050167,0.0739261605423751,0.786485098771929
"exp4","high","variance_level:condition",54.7711425406551,27.3855712703276,2,794.834888851254,2.32771909626786,0.0981823573220479
