"experiment","condition","variance_level","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp4","average","3",1.07517300226509,0.0326420889063633,128.119322929482,1.01058562648169,1.13976037804848,32.9382413407829,2.14808819730291e-64
"exp4","experience","3",1.09696773714045,0.0328366306618742,126.096472135187,1.03198549240759,1.16194998187331,33.4068299648695,1.72906199772309e-64
"exp4","average","5",0.91321486819604,0.0325850714895112,127.2280697757,0.848736003936829,0.977693732455251,28.0255597564055,2.78395386793078e-56
"exp4","experience","5",0.964824608897714,0.0329572722201045,127.949182146855,0.899612767910122,1.03003644988531,29.2750140986837,1.48245924457006e-58
"exp4","average","7",0.776256323381863,0.0326085744649068,127.595863600571,0.71173273745374,0.840779909309986,23.805282387222,9.02004156716492e-49
"exp4","experience","7",0.859904678918485,0.0329896027635668,128.455868770327,0.794631324065736,0.925178033771234,26.0659300774652,3.90323053245743e-53
