"experiment","tail","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp4","low","variance_level",65.019068469099,32.5095342345495,2,2145.1684699754,2.93193749380954,0.0535072822774345
"exp4","low","condition",0.070171382790828,0.070171382790828,1,102.979027939679,0.00632854677992409,0.9367478299716
"exp4","low","variance_level:condition",15.062922004907,7.53146100245348,2,2145.16846998763,0.679239903498536,0.507111224515364
"exp4","high","variance_level",226.661532591436,113.330766295718,2,1342.65944811922,10.2395523855991,3.86004220159125e-05
"exp4","high","condition",0.0627127309625247,0.0627127309625247,1,71.6770924636833,0.00566616034571911,0.940206483239436
"exp4","high","variance_level:condition",31.2252510193461,15.612625509673,2,1342.65944812061,1.41061692255653,0.244354074312357
