"z","experiment","participant_id","condition","variance_level","n_trials","slope_fwd","slope_rev","r","bias","abs_error","sd_response","sd_objective","mean_rt"
1.03695657284716,"exp4","average.55b5f6b6fdf99b713277dc94","average","3",71,0.962028014386092,0.627047334472821,0.776683398888492,-2.3112676056338,4.61549295774648,8.03177793146963,6.48437310519717,1521.19718309859
0.931105018749738,"exp4","average.55b5f6b6fdf99b713277dc94","average","5",71,0.724078538247231,0.738207069962971,0.731108676013737,-1.4,4.16619718309859,6.40079849143588,6.46294436765445,1502.15492957746
0.611303437387529,"exp4","average.55b5f6b6fdf99b713277dc94","average","7",66,0.560242088484866,0.530258144778788,0.545043971131668,-0.607575757575757,4.47121212121212,5.9979017310077,5.83519204486589,1430.36363636364
1.54394572896035,"exp4","average.58ed2be2a083320001a13783","average","3",67,1.17377138056676,0.709822367410593,0.912781014347197,-1.05671641791045,2.85970149253731,8.75005976590043,6.80446683310738,1609.80597014925
1.39518715994824,"exp4","average.58ed2be2a083320001a13783","average","5",67,0.968603616109855,0.807346447641251,0.884306897314932,-0.891044776119403,2.32985074626866,6.48830838011412,5.9236366218464,1582.71641791045
1.01754904571867,"exp4","average.58ed2be2a083320001a13783","average","7",71,0.830997149716387,0.711380881498693,0.76886636347817,-0.415492957746479,3.11971830985915,6.65855979255773,6.16072227859395,1511.05633802817
0.590108601505773,"exp4","average.5d27dc6b46dea800184f8bfa","average","3",71,0.467182336540818,0.601204522812114,0.529973710391629,-2.79577464788732,5.40704225352113,5.79012550122357,6.56834399655978,1841.15492957746
0.47679424890209,"exp4","average.5d27dc6b46dea800184f8bfa","average","5",70,0.426890199295358,0.461114690721649,0.443672561942005,-2.42285714285714,5.24285714285714,5.66855406395524,5.89140230488569,1850.35714285714
0.665769421306757,"exp4","average.5d27dc6b46dea800184f8bfa","average","7",69,0.520386950169603,0.6513332892212,0.582190126953177,-2.41159420289855,5.03478260869565,5.67539821752943,6.34943056834229,1919.85507246377
1.45000830422617,"exp4","average.5eb278ce4602871c6d7e335d","average","3",70,1.39465096952968,0.575246913580247,0.895694515861098,-3.66285714285714,4.98285714285714,9.69087423704698,6.22382452503495,1154.2
1.53029312597522,"exp4","average.5eb278ce4602871c6d7e335d","average","5",72,1.15365109902694,0.718557159152342,0.910474742301935,-3.63611111111111,4.35555555555556,8.31339163267223,6.56102448200897,1110.01388888889
1.01019904957431,"exp4","average.5eb278ce4602871c6d7e335d","average","7",69,0.793556736316648,0.739099698284405,0.765844334302469,-2.65217391304348,4.11884057971014,6.22174773898269,6.00447332534241,1136.75362318841
1.18699927618596,"exp4","average.5f0a7dec44c42c19a6c9f6d9","average","3",70,1.20987548370331,0.568911708323667,0.829645905367209,0.115714285714286,3.77571428571428,8.23560919417452,5.64739061017863,1722.71428571429
1.22646099551457,"exp4","average.5f0a7dec44c42c19a6c9f6d9","average","5",71,1.20132148602399,0.58952242696534,0.84154973590779,-0.908450704225352,3.86619718309859,8.71516636378738,6.10514840295736,1759.78873239437
1.0871327473839,"exp4","average.5f0a7dec44c42c19a6c9f6d9","average","7",72,1.05104674982652,0.602584222216391,0.795829245665976,0.0166666666666665,4.36944444444444,9.05511510397112,6.8563319603066,1815.45833333333
1.5556486058351,"exp4","average.5f3898caed1478189b8462a0","average","3",64,1.29687110133849,0.6451676719606,0.914712692206427,-2.8953125,4.0421875,8.46819446283076,5.97281021007327,2908.390625
1.28802529448022,"exp4","average.5f3898caed1478189b8462a0","average","5",62,0.971098797912871,0.759148838455356,0.858608481475083,-4.3741935483871,5.1258064516129,7.43439489083771,6.57320812426853,2991.27419354839
0.86625468507808,"exp4","average.5f3898caed1478189b8462a0","average","7",65,0.767848657729437,0.637173747138133,0.69946622969265,-5.03846153846154,5.77692307692308,6.87368868613106,6.26153742794359,2876.49230769231
0.753027746399046,"exp4","average.5f9fdfd04296cb0102563f84","average","3",68,0.683545936444398,0.593533750546417,0.63695179042735,0.355882352941176,4.09411764705882,6.29817691754016,5.86885950185402,1789.92647058824
0.885907244155333,"exp4","average.5f9fdfd04296cb0102563f84","average","5",71,0.776685712657377,0.647881905320512,0.709366350591626,-0.326760563380281,4.10704225352113,7.22097325354209,6.5950942074874,1730.33802816901
0.79434979340816,"exp4","average.5f9fdfd04296cb0102563f84","average","7",71,1.0263394289013,0.425535676086802,0.660866130749682,-1.08591549295775,4.66338028169014,8.22940695512125,5.29896463065585,1680.83098591549
1.08054729618201,"exp4","average.606f9bca353fc36aba9ccb8b","average","3",71,1.15032574033859,0.547224718243271,0.793401965679925,-2.03380281690141,4.36338028169014,8.27765166593858,5.70925684148932,1412.23943661972
0.841941213479272,"exp4","average.606f9bca353fc36aba9ccb8b","average","5",69,0.866718530527695,0.544286895003829,0.686835888566694,-1.73478260869565,4.26231884057971,7.49768364343617,5.94158083166413,1306.42028985507
0.762875266342067,"exp4","average.606f9bca353fc36aba9ccb8b","average","7",68,0.84214002326731,0.490595338983051,0.642767430869067,-1.07794117647059,5.24264705882353,9.10382991118572,6.94854204931238,1414.79411764706
