"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config"
"pavlovia","0","1","0.0-0.0","","","","","","","","",""
"external-html","1","3309","0.0-1.0","","3300.600000023842","external_page.html","","","","","",""
"instructions","2","6740","0.0-2.0","","3431.1999999284744","","[{""page_index"":0,""viewing_time"":992},{""page_index"":1,""viewing_time"":1158.8999999761581},{""page_index"":2,""viewing_time"":528.2999999523163},{""page_index"":3,""viewing_time"":751.7000000476837}]","","","","",""
"survey-text","3","7437","0.0-3.0","","694.2999999523163","","","{""Q0"":""""}","","","",""
"instructions","4","8172","0.0-4.0","","735.0999999046326","","[{""page_index"":0,""viewing_time"":734.8999999761581}]","","","","",""
"survey-text","5","10436","0.0-5.0","","2263.0999999046326","","","{""Q0"":""""}","","","",""
"survey-text","6","12452","0.0-6.0-0.0","","2014.8999999761581","","","{""Q0"":""but""}","","","",""
"html-keyboard-response","7","13062","0.0-7.0","","null","","","","<p style=""font-size: 48px;""> + </p>","null","fixation",""
"html-keyboard-response","8","14573","0.0-8.0","","null","","","","<span class='grid'><div> </div> <div> </div> <div class='red' style='background-position:100% 0%;margin-top:41px'></div> <div class='red' style='background-position:400% 0%;margin-top:36px'></div> <div class='red' style='background-position:1800% 0%;margin-top:44px'></div> <div> </div> <div> </div> <div class='red' style='background-position:1600% 0%;margin-top:30px'></div> <div class='red' style='background-position:800% 0%;margin-top:31px'></div> <div> </div> <div> </div> <div class='red' style='background-position:1700% 0%;margin-top:41px'></div> <div> </div> <div> </div> <div class='red' style='background-position:1200% 0%;margin-top:35px'></div> <div> </div> <div> </div></span>","null","stimulus",""
