"experiment","version","band","level","n_trials","n_participants","mean_report","sd_report","mean_objective","sd_objective","gap"
"exp4","raw","extreme low (1-9)","SD 3",287,64,6.87456445993031,2.03937149285395,16.7909407665505,3.10506942029816,9.91637630662021
"exp4","raw","extreme low (1-9)","SD 5",201,57,7.22885572139303,1.93322610785174,16.6766169154229,2.99664821050327,9.44776119402985
"exp4","raw","extreme low (1-9)","SD 7",158,59,7.16455696202532,2.0467801636072,17.2911392405063,3.71826923210241,10.126582278481
"exp4","raw","low (10-14)","SD 3",899,99,12.3592880978865,1.35836513503173,17.7185761957731,3.36823226877301,5.35928809788654
"exp4","raw","low (10-14)","SD 5",660,97,12.4166666666667,1.39825203401685,17.9984848484848,3.72886018882614,5.58181818181818
"exp4","raw","low (10-14)","SD 7",575,96,12.3826086956522,1.36648923684712,18.28,4.12393371288782,5.89739130434782
"exp4","raw","high (36-40)","SD 3",442,88,37.5135746606335,1.32001730906348,31.6900452488688,3.17749177279845,5.8235294117647
"exp4","raw","high (36-40)","SD 5",416,87,37.53125,1.38110637507656,31.1153846153846,3.49473322782187,6.41586538461538
"exp4","raw","high (36-40)","SD 7",464,84,37.5538793103448,1.40705797047271,30.7004310344828,4.03477323553483,6.85344827586207
"exp4","raw","extreme high (41-50)","SD 3",182,52,43.9615384615385,2.36541700764569,32.5769230769231,2.15737598559487,11.3846153846154
"exp4","raw","extreme high (41-50)","SD 5",127,47,43.0866141732283,2.32318754084905,31.9291338582677,2.98456639152689,11.1574803149606
"exp4","raw","extreme high (41-50)","SD 7",136,45,43,2.25092573548455,31.6029411764706,3.55960757671655,11.3970588235294
"exp4","shift_removed","extreme low (1-9)","SD 3",179,62,7.33519553072626,1.75762906594738,16.145251396648,2.45203820708996,8.81005586592179
"exp4","shift_removed","extreme low (1-9)","SD 5",152,57,7.30263157894737,1.90864007508349,16.5394736842105,2.60636403750352,9.23684210526316
"exp4","shift_removed","extreme low (1-9)","SD 7",137,47,7.1970802919708,1.95478077625387,16.8686131386861,3.47219526729674,9.67153284671533
"exp4","shift_removed","low (10-14)","SD 3",762,101,12.5196850393701,1.34477365940108,17.2729658792651,3.07318167281137,4.75328083989501
"exp4","shift_removed","low (10-14)","SD 5",598,97,12.4581939799331,1.34030100465502,17.2842809364548,3.23550038091673,4.82608695652174
"exp4","shift_removed","low (10-14)","SD 7",513,98,12.3508771929825,1.38126562863271,17.9239766081871,3.88205886491971,5.57309941520468
"exp4","shift_removed","high (36-40)","SD 3",493,94,37.5395537525355,1.32093732259126,31.7484787018256,3.15739271844807,5.79107505070994
"exp4","shift_removed","high (36-40)","SD 5",426,93,37.5868544600939,1.3799287151039,31.3802816901408,3.44448215733928,6.20657276995305
"exp4","shift_removed","high (36-40)","SD 7",410,88,37.480487804878,1.35446730065922,30.980487804878,3.7708974055425,6.5
"exp4","shift_removed","extreme high (41-50)","SD 3",189,62,43.6878306878307,2.5480301220935,32.5449735449735,2.36425927951775,11.1428571428571
"exp4","shift_removed","extreme high (41-50)","SD 5",98,44,43.030612244898,1.91281129335129,31.8877551020408,3.348742349129,11.1428571428571
"exp4","shift_removed","extreme high (41-50)","SD 7",85,40,43.0117647058824,2.04412117364627,31.2823529411765,4.4256066700238,11.7294117647059
