"level","mean_diff","max_abs_diff","r_true_itemsd","r_true_skew"
"SD 3",-0.000171086398631283,0.300000000000001,-0.010353645876865,0.00160383020761484
"SD 5",0.000199231535505968,0.300000000000001,0.00297549388836037,0.012158379389809
"SD 7",0.00129334849346235,0.300000000000001,-0.0106347357685563,-0.0373445202644362
