"bin","err_high","err_low","n_high","n_low","change"
"[14,18]",1.32715231788079,-1.14893617021277,1510,1739,2.47608848809356
"(18,22]",0.763803680981595,-1.73906705539359,1304,1372,2.50287073637518
"(22,27]",0.0507552870090634,-1.52298136645963,1655,1610,1.57373665346869
"(27,31]",-1.1728307254623,-0.0845732184808144,1406,1277,-1.08825750698149
"(31,35]",-1.63174114021572,0.189818809318378,1298,1159,-1.82155994953409
