"experiment","version","segment","n_participants","lowest_minus_highest","p"
"exp4","raw","low",96,0.258425721397665,0.265832075019619
"exp4","raw","mid",101,0.0329132754739665,0.0528125798720326
"exp4","raw","high",80,0.535841575095581,0.0994119510091737
"exp4","shift_removed","low",98,0.251725969541492,0.366297942531152
"exp4","shift_removed","mid",101,0.0369749605796892,0.0208978547815829
"exp4","shift_removed","high",84,0.392315467113056,0.234603972789867
