"experiment","version","level","report","mean_objective","n","sd_objective","min_objective","max_objective"
"exp4","raw","SD 3",1,15.4,5,2.07364413533277,14,19
"exp4","raw","SD 3",2,15.5714285714286,7,1.90237946242268,14,19
"exp4","raw","SD 3",3,16.4166666666667,12,2.39158879611378,14,22
"exp4","raw","SD 3",4,16.75,16,2.67083008320135,14,23
"exp4","raw","SD 3",5,16.3913043478261,23,2.49980236372948,14,23
"exp4","raw","SD 3",6,17.2954545454545,44,4.15725505063442,14,35
"exp4","raw","SD 3",7,16.1707317073171,41,2.2792810162899,14,22
"exp4","raw","SD 3",8,16.7460317460317,63,3.23273705050157,14,27
"exp4","raw","SD 3",9,17.2631578947368,76,3.14692832691449,14,27
"exp4","raw","SD 3",10,17.4722222222222,108,2.99363291106818,14,27
"exp4","raw","SD 3",11,17.0314465408805,159,3.06969957637757,14,34
"exp4","raw","SD 3",12,17.7613636363636,176,3.16225712583119,14,29
"exp4","raw","SD 3",13,18.0467289719626,214,3.65632303965751,14,31
"exp4","raw","SD 3",14,17.9586776859504,242,3.54203376938778,14,33
"exp4","raw","SD 3",15,18.8671328671329,286,3.90094502673168,14,32
"exp4","raw","SD 3",16,18.9407407407407,270,3.60145151027498,14,33
"exp4","raw","SD 3",17,19.815331010453,287,3.96453356349306,14,33
"exp4","raw","SD 3",18,20.5101351351351,296,4.18632543642306,14,35
"exp4","raw","SD 3",19,20.4653465346535,303,4.02532798162443,14,35
"exp4","raw","SD 3",20,21.5884476534296,277,3.9995846851833,14,34
"exp4","raw","SD 3",21,22.3183673469388,245,4.37914550526772,14,35
"exp4","raw","SD 3",22,23.7653846153846,260,4.23202009210662,14,35
"exp4","raw","SD 3",23,24.0081300813008,246,4.14728026928363,14,34
"exp4","raw","SD 3",24,24.7900355871886,281,4.41370111116838,14,35
"exp4","raw","SD 3",25,25.4677419354839,248,4.49909659644525,14,35
"exp4","raw","SD 3",26,26.0573770491803,244,4.35615865123131,14,35
"exp4","raw","SD 3",27,27.1021897810219,274,4.17262080928326,14,35
"exp4","raw","SD 3",28,27.7792207792208,231,4.12929105386946,14,35
"exp4","raw","SD 3",29,28.6580882352941,272,3.9382700820815,16,35
"exp4","raw","SD 3",30,28.755364806867,233,4.05089166109919,14,35
"exp4","raw","SD 3",31,29.3008849557522,226,3.90301298031198,17,35
"exp4","raw","SD 3",32,29.6712328767123,219,3.42168527547738,14,35
"exp4","raw","SD 3",33,29.9265536723164,177,4.19824449089635,14,35
"exp4","raw","SD 3",34,30.70625,160,3.52278633824217,14,35
"exp4","raw","SD 3",35,31.3076923076923,169,3.20899034707477,19,35
"exp4","raw","SD 3",36,31.7727272727273,132,2.99258857819355,21,35
"exp4","raw","SD 3",37,31.3333333333333,102,3.6650161301587,15,35
"exp4","raw","SD 3",38,31.6504854368932,103,3.19837194450146,16,35
"exp4","raw","SD 3",39,32.0338983050847,59,2.86456412821432,19,35
"exp4","raw","SD 3",40,31.8913043478261,46,2.90767765957313,24,35
"exp4","raw","SD 3",41,31.6551724137931,29,2.51105928229738,26,35
"exp4","raw","SD 3",42,32.5428571428571,35,2.30527345759364,26,35
"exp4","raw","SD 3",43,32.7142857142857,28,2.10567386692774,28,35
"exp4","raw","SD 3",44,33.5454545454545,22,1.6540649128528,29,35
"exp4","raw","SD 3",45,32.55,20,1.8771478925557,29,35
"exp4","raw","SD 3",46,32.4117647058824,17,2.62342389658562,27,35
"exp4","raw","SD 3",48,32.7741935483871,31,1.66752665984395,29,35
"exp4","raw","SD 5",1,15.5,4,1.73205080756888,14,18
"exp4","raw","SD 5",2,17,4,5.35412613473634,14,25
"exp4","raw","SD 5",3,16.1666666666667,6,1.94079021706795,15,20
"exp4","raw","SD 5",4,17.1428571428571,7,2.34012616672488,14,21
"exp4","raw","SD 5",5,18.1428571428571,7,4.37525509460387,14,26
