"colour","band_range","band","n","mean","se","t","p"
"blue","","both ends, shift removed",96,2.79112851847227,0.222227098739744,12.5598027166841,6.69563809941646e-22
"blue","14-18","bottom",98,3.05125840712575,0.34462216285068,8.8539239086832,3.9901657299523e-14
"blue","31-35","top",98,-2.5045641150233,0.378105659290672,-6.62397944458666,1.95518114833349e-09
"red","","both ends, shift removed",94,1.8719495560586,0.230416185253821,8.12421034571206,1.86365295713946e-12
"red","14-18","bottom",96,2.2882336269055,0.309075221171281,7.40348455704065,5.32463191348136e-11
"red","31-35","top",96,-1.4130718529156,0.374476717288868,-3.77345716750014,0.000280103431200979
"both","","both ends, shift removed",102,2.13081882240115,0.159608044103321,13.3503222495589,4.90788387543403e-24
"both","14-18","bottom",102,2.4997662480647,0.232630028863444,10.7456731200085,2.05234747560361e-18
"both","31-35","top",102,-1.7618713967376,0.276306955706127,-6.37650033903412,5.49679132194428e-09
