"experiment","version","level","report","mean_objective","n","sd_objective","min_objective","max_objective"
"exp4","raw","SD 5",26,26.4382252559727,293,4.448992450634,14,35.2
"exp4","raw","SD 5",27,26.1556776556777,273,4.66477479581942,14.9,35.1
"exp4","raw","SD 5",28,27.033,300,4.55546395435908,14.1,35.1
"exp4","raw","SD 5",29,28.2066176470588,272,4.17904104902418,15.8,35.2
"exp4","raw","SD 5",30,27.9797153024911,281,4.31274455920398,15,35.1
"exp4","raw","SD 5",31,28.9226053639847,261,4.38551664720295,14.1,35.2
"exp4","raw","SD 5",32,29.3191056910569,246,3.9691361334586,14,35.1
"exp4","raw","SD 5",33,29.9616580310881,193,3.86792113457365,14,35.1
"exp4","raw","SD 5",34,30.3386740331492,181,4.1120617171168,13.8,35.1
"exp4","raw","SD 5",35,30.3841772151899,158,3.64814798406228,14,35.2
"exp4","raw","SD 5",36,30.6283464566929,127,3.5010859457674,20,35.2
"exp4","raw","SD 5",37,31.5913461538462,104,2.97223757942207,20,35.1
"exp4","raw","SD 5",38,30.7684210526316,76,4.0273799763226,16.9,35.1
"exp4","raw","SD 5",39,31.1654545454545,55,3.75298489510624,17.9,35.1
"exp4","raw","SD 5",40,31.8166666666667,54,3.21093356200695,18,35
"exp4","raw","SD 5",41,31.7046511627907,43,3.06966366145591,22,35
"exp4","raw","SD 5",42,31.12,25,3.41894233157956,24,35.1
"exp4","raw","SD 5",43,32.6222222222222,18,2.6629385704641,25.9,35.1
"exp4","raw","SD 5",44,31.55,12,2.48065240685517,25.8,34
"exp4","raw","SD 5",45,34.1222222222222,9,0.771002233748025,32.9,35.1
"exp4","raw","SD 5",46,28.525,4,5.00358205022495,23,35
"exp4","raw","SD 5",48,32.84375,16,1.7196777798956,28.9,35
"exp4","raw","SD 7",1,17.96,5,7.24624040451322,14,30.9
"exp4","raw","SD 7",3,16.6,8,2.50028569796105,13.9,20.9
"exp4","raw","SD 7",4,16.5571428571429,7,3.61794469409412,14,23.8
"exp4","raw","SD 7",5,17.8333333333333,15,4.75194195892083,13.9,29.2
"exp4","raw","SD 7",6,16.5083333333333,12,3.14511405584001,13.9,23.9
"exp4","raw","SD 7",7,17.8,22,4.24286515952425,13.9,29
"exp4","raw","SD 7",8,17.46,35,4.2095968788416,13.8,33.1
"exp4","raw","SD 7",9,17.3890909090909,55,3.30682082566685,13.9,29.8
"exp4","raw","SD 7",10,17.2347826086957,69,3.22653639130244,13.9,30.1
"exp4","raw","SD 7",11,17.8393939393939,99,3.7961263334018,13.8,33.9
"exp4","raw","SD 7",12,18.5803571428571,112,4.72350532697938,13.8,34.1
"exp4","raw","SD 7",13,17.9496240601504,133,3.62826914365661,13.8,30.9
"exp4","raw","SD 7",14,19.0543209876543,162,4.4807954424352,13.8,34.9
"exp4","raw","SD 7",15,19.4852631578947,190,4.84020788440372,13.8,34.1
"exp4","raw","SD 7",16,19.3378504672897,214,4.2393768981511,13.8,34
"exp4","raw","SD 7",17,19.9018181818182,220,4.91415775599537,13.9,35
"exp4","raw","SD 7",18,20.5841085271318,258,4.65775987178337,13.8,35
"exp4","raw","SD 7",19,20.7782608695652,253,4.62729584149241,13.8,34
"exp4","raw","SD 7",20,21.4177419354839,310,4.97978841109452,13.8,34.1
"exp4","raw","SD 7",21,22.5491582491582,297,5.00733323370695,13.8,35.1
"exp4","raw","SD 7",22,22.41926910299,301,5.03927515925411,13.9,35.1
"exp4","raw","SD 7",23,24.1213375796178,314,5.1317924794179,13.9,35.1
"exp4","raw","SD 7",24,24.7653495440729,329,5.22345349525394,13.8,35
"exp4","raw","SD 7",25,25.3266055045872,327,5.09456541073565,14,35.1
"exp4","raw","SD 7",26,25.8834375,320,4.91321620486065,14,35
"exp4","raw","SD 7",27,26.5450746268657,335,4.92821200561202,13.9,35.1
"exp4","raw","SD 7",28,26.9518987341772,316,4.84328003141761,14.9,35.1
"exp4","raw","SD 7",29,27.3464052287582,306,5.16618927502808,14.1,35.2
"exp4","raw","SD 7",30,28.3440559440559,286,4.73405908512142,14,35.1
"exp4","raw","SD 7",31,28.2710191082803,314,4.60811420539738,13.9,35.2
"exp4","raw","SD 7",32,29.0439516129032,248,4.23106447466147,15.9,35.1
"exp4","raw","SD 7",33,29.2103139013453,223,4.67675210604352,14,35.2
"exp4","raw","SD 7",34,29.6701030927835,194,4.45913314256249,14,35.1
"exp4","raw","SD 7",35,30.5155405405405,148,3.91200338114982,17.1,35.1
"exp4","raw","SD 7",36,30.8689189189189,148,3.64558910352613,14,35.2
"exp4","raw","SD 7",37,30.7790476190476,105,3.74041583553361,16.9,35.1
"exp4","raw","SD 7",38,29.8065789473684,76,4.80658813231217,15.1,35.1
"exp4","raw","SD 7",39,31.1605263157895,76,3.45655238438027,17.9,35.1
"exp4","raw","SD 7",40,30.7559322033898,59,4.98768383764347,15.1,35.1
"exp4","raw","SD 7",41,31.845652173913,46,3.53765185911905,16,35.2
"exp4","raw","SD 7",42,30.7074074074074,27,3.64258212788738,22.9,35
"exp4","raw","SD 7",43,31.1954545454545,22,4.62410632526538,15,35.1
"exp4","raw","SD 7",44,32.1857142857143,14,2.83978795060399,26.9,35.1
"exp4","raw","SD 7",45,31.75,8,3.29415066009868,24,35
"exp4","raw","SD 7",46,29.7333333333333,3,6.06657509088393,23.1,35
"exp4","raw","SD 7",48,32.75625,16,1.66612074392384,28.8,35.1
"exp4","shift_removed","SD 3",1,19,1,NA,19,19
"exp4","shift_removed","SD 3",2,14.1,1,NA,14.1,14.1
"exp4","shift_removed","SD 3",3,16.0714285714286,7,1.80066125420106,13.9,18.9
"exp4","shift_removed","SD 3",4,16.4,5,2.27046250794855,14,19
"exp4","shift_removed","SD 3",5,16.1375,8,2.50481678828156,14,21.8
"exp4","shift_removed","SD 3",6,15.6096774193548,31,2.11240066254955,13.9,23
"exp4","shift_removed","SD 3",7,16.2931034482759,29,2.8133522244675,13.9,27.1
"exp4","shift_removed","SD 3",8,16.3363636363636,33,2.8213270571907,13.9,23
"exp4","shift_removed","SD 3",9,16.1828125,64,2.33663403873015,13.8,22.9
"exp4","shift_removed","SD 3",10,16.9305882352941,85,3.3608043088286,13.7,35
"exp4","shift_removed","SD 3",11,16.66,105,2.88582743766844,13.8,26.9
"exp4","shift_removed","SD 3",12,16.9992700729927,137,2.95949360608626,13.8,34
"exp4","shift_removed","SD 3",13,17.5252475247525,202,3.00922399347478,13.9,27.1
"exp4","shift_removed","SD 3",14,17.6724576271186,236,3.23280457555492,13.8,31
"exp4","shift_removed","SD 3",15,18.0976833976834,259,3.52379431798998,13.7,30
"exp4","shift_removed","SD 3",16,18.4445652173913,276,3.60968487560698,13.9,32
"exp4","shift_removed","SD 3",17,18.9922222222222,270,3.61943004543249,13.9,32.9
"exp4","shift_removed","SD 3",18,19.7723684210526,304,3.51033734838427,13.8,30.1
"exp4","shift_removed","SD 3",19,20.1419014084507,284,3.9617479158257,13.9,32
"exp4","shift_removed","SD 3",20,20.5114864864865,296,3.54508059526655,13.8,30.8
"exp4","shift_removed","SD 3",21,21.9181818181818,286,4.0991421672317,13.9,34.9
"exp4","shift_removed","SD 3",22,22.292578125,256,3.73044490772332,13.9,31
"exp4","shift_removed","SD 3",23,23.3351254480287,279,3.91639046607554,13.8,34.9
"exp4","shift_removed","SD 3",24,24.0606870229008,262,4.01218693116803,13.9,35.1
"exp4","shift_removed","SD 3",25,24.6733590733591,259,4.30244485102924,14,35.1
"exp4","shift_removed","SD 3",26,25.9220472440945,254,3.92732222052713,14,34.1
"exp4","shift_removed","SD 3",27,26.5456,250,4.19156743836496,13.9,35.1
"exp4","shift_removed","SD 3",28,27.0846715328467,274,4.27293879381277,13.9,35.1
"exp4","shift_removed","SD 3",29,27.7170212765957,235,3.7572448050648,14,34.8
"exp4","shift_removed","SD 3",30,29.1328467153285,274,3.4031252494725,16,35.1
"exp4","shift_removed","SD 3",31,29.270036101083,277,3.88519173963969,14,35.2
"exp4","shift_removed","SD 3",32,29.7878431372549,255,3.66633563427726,16.9,35.2
"exp4","shift_removed","SD 3",33,30.433152173913,184,3.48019201447145,14,35.1
"exp4","shift_removed","SD 3",34,30.7725714285714,175,3.12127326551674,19.8,35.1
"exp4","shift_removed","SD 3",35,31.5120689655172,174,2.71150903442551,20.9,35.1
"exp4","shift_removed","SD 3",36,31.5357142857143,140,2.91597118904389,17,35.2
"exp4","shift_removed","SD 3",37,31.1753968253968,126,4.25065993008966,14,35.1
"exp4","shift_removed","SD 3",38,32.3823529411765,102,2.24871412165528,25,35.2
"exp4","shift_removed","SD 3",39,31.6472972972973,74,2.75701958261031,21.1,35.2
"exp4","shift_removed","SD 3",40,32.7230769230769,52,2.176759183508,26.9,35.1
"exp4","shift_removed","SD 3",41,32.4473684210526,38,2.41322223101668,25.1,35
"exp4","shift_removed","SD 3",42,32.0073170731707,41,3.00261471420348,19,35.2
"exp4","shift_removed","SD 3",43,32.2115384615385,26,2.37391270657991,25.1,34.9
"exp4","shift_removed","SD 3",44,33.036,25,1.77526523839866,27.1,35.1
"exp4","shift_removed","SD 3",45,33.425,24,1.98368344248774,28.1,35.1
"exp4","shift_removed","SD 3",46,33.1125,8,1.9540708424064,29,35.1
"exp4","shift_removed","SD 3",47,31.3,3,1.12694276695846,30,32
"exp4","shift_removed","SD 3",48,31.84,10,2.36229643449853,27.1,35
"exp4","shift_removed","SD 3",49,34.45,2,0.49497474683058,34.1,34.8
"exp4","shift_removed","SD 3",50,32.8090909090909,11,1.53522281474354,29.9,35.1
"exp4","shift_removed","SD 3",51,33.55,2,0.777817459305203,33,34.1
"exp4","shift_removed","SD 3",52,34.9,1,NA,34.9,34.9
"exp4","shift_removed","SD 3",53,30.1,2,1.4142135623731,29.1,31.1
"exp4","shift_removed","SD 5",-1,15.15,2,0.0707106781186545,15.1,15.2
"exp4","shift_removed","SD 5",1,15.1,1,NA,15.1,15.1
"exp4","shift_removed","SD 5",2,13.9,1,NA,13.9,13.9
"exp4","shift_removed","SD 5",3,18.7375,8,3.57168927619891,14,23.9
"exp4","shift_removed","SD 5",4,16.1333333333333,6,2.62195855548227,13.9,21.1
"exp4","shift_removed","SD 5",5,16.0076923076923,13,2.37397751269241,14,23
"exp4","shift_removed","SD 5",6,17,11,3.31421182183638,13.9,25.1
"exp4","shift_removed","SD 5",7,16.425,20,2.29344030248285,13.8,21
"exp4","shift_removed","SD 5",8,16.0894736842105,38,2.48005988089043,13.8,25.1
"exp4","shift_removed","SD 5",9,16.7018518518519,54,2.54858382730642,13.9,27.1
"exp4","shift_removed","SD 5",10,17.0787878787879,66,3.0208259263634,13.8,28
"exp4","shift_removed","SD 5",11,16.7440476190476,84,2.7570873049912,13.8,26.1
"exp4","shift_removed","SD 5",12,17.5610687022901,131,3.59776795162017,13.8,30.1
"exp4","shift_removed","SD 5",13,17.2371428571429,140,3.2562577907145,13.9,27.1
"exp4","shift_removed","SD 5",14,17.4581920903955,177,3.22457768682136,13.8,29
"exp4","shift_removed","SD 5",15,17.9355329949239,197,3.49385120899409,13.8,33.9
"exp4","shift_removed","SD 5",16,18.7398550724638,276,3.91563838714961,13.8,34
"exp4","shift_removed","SD 5",17,19.1129449838188,309,3.96629804666963,13.8,35
"exp4","shift_removed","SD 5",18,19.5328571428571,280,3.83770097802356,13.9,35.1
"exp4","shift_removed","SD 5",19,20.4086956521739,276,4.3836386423878,13.9,35.1
"exp4","shift_removed","SD 5",20,21.0214285714286,308,4.2939008981601,13.9,34.1
"exp4","shift_removed","SD 5",21,21.3060240963855,332,4.40344823404009,13.8,34.1
"exp4","shift_removed","SD 5",22,22.2,328,4.02763390371882,14,34.8
"exp4","shift_removed","SD 5",23,23.4249146757679,293,4.49478698158412,13.9,34.9
"exp4","shift_removed","SD 5",24,24.0252365930599,317,4.83332252891633,13.8,35.1
"exp4","shift_removed","SD 5",25,24.9335463258786,313,4.44429833649548,13.9,35.2
"exp4","shift_removed","SD 5",26,26.1006578947368,304,4.16606591118133,14.1,35
"exp4","shift_removed","SD 5",27,26.5006734006734,297,4.55325836156501,13.9,35.1
"exp4","shift_removed","SD 5",28,27.3335504885994,307,4.11776972995251,15,35.1
"exp4","shift_removed","SD 5",29,28.1525597269625,293,4.29250325320593,14.9,35.2
"exp4","shift_removed","SD 5",30,28.8903571428571,280,3.70834763282767,15.9,35.1
"exp4","shift_removed","SD 5",31,29.1886274509804,255,3.85856089794893,15,35.2
"exp4","shift_removed","SD 5",32,29.5026315789474,228,4.26511224607249,13.8,35.1
"exp4","shift_removed","SD 5",33,30.5972972972973,222,3.54163240373138,15.8,35.1
"exp4","shift_removed","SD 5",34,30.6128205128205,195,3.24802711627084,19.9,35.1
"exp4","shift_removed","SD 5",35,30.5392857142857,140,3.68781186080008,14,35.2
"exp4","shift_removed","SD 5",36,31.109756097561,123,3.5331547838878,16.9,35.2
"exp4","shift_removed","SD 5",37,31.2277777777778,108,3.77559386511154,14,35.1
"exp4","shift_removed","SD 5",38,31.5106666666667,75,2.95097662868805,23,35.1
"exp4","shift_removed","SD 5",39,31.3681818181818,66,3.59590190209779,18.1,35
"exp4","shift_removed","SD 5",40,31.9072727272727,55,3.33876527107755,17,35
"exp4","shift_removed","SD 5",41,30.904,25,4.50901689211,17.9,35
"exp4","shift_removed","SD 5",42,31.78,20,3.07906342561295,24,35.1
"exp4","shift_removed","SD 5",43,31.9526315789474,19,2.73401788603688,25.1,35
"exp4","shift_removed","SD 5",44,31.8222222222222,18,3.130223738584,23,35.1
"exp4","shift_removed","SD 5",45,34.6333333333333,3,0.642910050732865,33.9,35.1
"exp4","shift_removed","SD 5",46,33.6,9,1.46030818665102,30.8,35
"exp4","shift_removed","SD 5",48,32.7,3,3.15753068076939,29.1,35
"exp4","shift_removed","SD 5",50,32,1,NA,32,32
"exp4","shift_removed","SD 7",-3,15.1,1,NA,15.1,15.1
"exp4","shift_removed","SD 7",-2,22.45,2,11.9501046020527,14,30.9
"exp4","shift_removed","SD 7",0,16.9666666666667,3,3.55011736895181,14,20.9
"exp4","shift_removed","SD 7",1,15.8,4,0.976387901058455,15,17.1
"exp4","shift_removed","SD 7",2,14.1,1,NA,14.1,14.1
"exp4","shift_removed","SD 7",3,14.82,5,0.816700679563817,14,16
"exp4","shift_removed","SD 7",4,15.4,3,1.03923048454133,14.2,16
"exp4","shift_removed","SD 7",5,15.58,10,1.49502879942532,13.9,17.9
"exp4","shift_removed","SD 7",6,16.4916666666667,12,4.0793177534158,13.9,29
"exp4","shift_removed","SD 7",7,16.208,25,3.47070117795622,14,29.2
"exp4","shift_removed","SD 7",8,17.7432432432432,37,4.12738419586792,13.9,33.9
"exp4","shift_removed","SD 7",9,17.465,40,3.25525610477767,13.8,29.8
"exp4","shift_removed","SD 7",10,17.4725806451613,62,3.64867680281805,13.9,30.1
"exp4","shift_removed","SD 7",11,17.0197916666667,96,3.32536091564483,13.8,31.9
"exp4","shift_removed","SD 7",12,17.521359223301,103,3.34255539457044,13.9,30.1
"exp4","shift_removed","SD 7",13,18.4548076923077,104,3.95179398385265,13.9,33.1
"exp4","shift_removed","SD 7",14,18.6360544217687,147,4.46450146901992,13.8,34
"exp4","shift_removed","SD 7",15,18.640350877193,171,4.12662201902788,13.9,33.1
"exp4","shift_removed","SD 7",16,19.2268867924528,212,4.26250974358271,13.8,35
"exp4","shift_removed","SD 7",17,19.3818584070796,226,4.54399511906478,13.8,35
"exp4","shift_removed","SD 7",18,19.8826086956522,253,4.45624382644372,13.9,31.9
"exp4","shift_removed","SD 7",19,21.0030651340996,261,4.59136210219076,13.8,34.1
"exp4","shift_removed","SD 7",20,21.1141843971631,282,4.6378158063275,13.8,34.1
"exp4","shift_removed","SD 7",21,21.3234113712375,299,4.49123535732696,13.8,34.1
"exp4","shift_removed","SD 7",22,22.8191616766467,334,4.76622796609995,13.9,33.9
"exp4","shift_removed","SD 7",23,23.5642201834862,327,5.07554928459251,13.8,35.1
"exp4","shift_removed","SD 7",24,23.7869680851064,376,4.79863484576381,13.9,35
"exp4","shift_removed","SD 7",25,25.0095652173913,345,4.90482629981377,14,35.1
"exp4","shift_removed","SD 7",26,25.5164429530201,298,4.79796162861521,13.9,35
"exp4","shift_removed","SD 7",27,26.4141711229947,374,4.77892348053794,14,35.1
"exp4","shift_removed","SD 7",28,27.2601796407186,334,4.67206264266669,14,35.1
"exp4","shift_removed","SD 7",29,28.3252124645892,353,4.45258658517502,14.1,35.1
"exp4","shift_removed","SD 7",30,28.5917933130699,329,4.79500115781964,13.9,35.2
"exp4","shift_removed","SD 7",31,29.2372262773723,274,4.38488925934771,15,35.2
"exp4","shift_removed","SD 7",32,30.1057432432432,296,3.78657764916746,16.9,35.2
"exp4","shift_removed","SD 7",33,29.7650655021834,229,4.17560822548143,14.9,35.1
"exp4","shift_removed","SD 7",34,30.3779005524862,181,3.70093952201476,14,35.2
"exp4","shift_removed","SD 7",35,31.1691729323308,133,3.68619826435181,15.1,35.1
"exp4","shift_removed","SD 7",36,30.9907692307692,130,3.84498961508756,17.9,35.1
"exp4","shift_removed","SD 7",37,30.65,102,4.04922068042875,17.1,35.1
"exp4","shift_removed","SD 7",38,31.0837837837838,74,3.70845117864466,20.1,35.1
"exp4","shift_removed","SD 7",39,30.9016949152542,59,3.51609557779863,20.1,35.1
"exp4","shift_removed","SD 7",40,31.6409090909091,44,3.45309555642121,16,35.1
"exp4","shift_removed","SD 7",41,30.6227272727273,22,4.55222936678197,15.1,35
"exp4","shift_removed","SD 7",42,30.7333333333333,21,5.74920284329344,17,35
"exp4","shift_removed","SD 7",43,31.3529411764706,17,4.72534623692524,15,35.2
"exp4","shift_removed","SD 7",44,33.0923076923077,13,1.4648444391024,30.1,35
"exp4","shift_removed","SD 7",45,31.7666666666667,3,2.50266524595946,29.2,34.2
"exp4","shift_removed","SD 7",46,27.95,2,5.58614357137372,24,31.9
"exp4","shift_removed","SD 7",47,32.54,5,2.29194240765339,28.8,35.1
"exp4","shift_removed","SD 7",48,31,1,NA,31,31
"exp4","shift_removed","SD 7",50,33.05,2,1.62634559672906,31.9,34.2
