"bias","experiment","level","true","n","mean_report","sd_report"
-0.513586956521738,"exp4","SD 3",14,368,13.4864130434783,5.1123433642134
-0.907738095238095,"exp4","SD 3",15,336,14.0922619047619,5.04313923821039
-1.32594936708861,"exp4","SD 3",16,316,14.6740506329114,4.96125535035201
-0.850467289719628,"exp4","SD 3",17,321,16.1495327102804,5.48715045296354
-1.68079096045198,"exp4","SD 3",18,354,16.319209039548,5.05800052829976
-2.04651162790698,"exp4","SD 3",19,344,16.953488372093,5.40037138717311
-1.6031746031746,"exp4","SD 3",20,315,18.3968253968254,5.07817762381061
-1.50997150997151,"exp4","SD 3",21,351,19.4900284900285,5.26815638658077
-1.42469879518072,"exp4","SD 3",22,332,20.5753012048193,5.60349412729962
-1.40445859872612,"exp4","SD 3",23,314,21.5955414012739,5.53398843337322
-1.52380952380953,"exp4","SD 3",24,315,22.4761904761905,5.62540060245718
-1.15483870967742,"exp4","SD 3",25,310,23.8451612903226,5.37119481983957
-1.20189274447949,"exp4","SD 3",26,317,24.7981072555205,5.31450096027974
-1.31761006289308,"exp4","SD 3",27,318,25.6823899371069,5.86034133641809
-0.136986301369863,"exp4","SD 3",28,292,27.8630136986301,5.52299801173352
0.100000000000001,"exp4","SD 3",29,320,29.1,6.0522282743333
0.11392405063291,"exp4","SD 3",30,316,30.1139240506329,5.43647257665787
0.159638554216869,"exp4","SD 3",31,332,31.1596385542169,5.88883401295233
-0.158576051779935,"exp4","SD 3",32,309,31.8414239482201,5.66867382205514
0.452531645569621,"exp4","SD 3",33,316,33.4525316455696,5.9056840993686
0.510385756676556,"exp4","SD 3",34,337,34.5103857566766,5.79157168040942
-0.0828729281767977,"exp4","SD 3",35,181,34.9171270718232,6.43849400355107
0.863192182410424,"exp4","SD 5",14,307,14.8631921824104,5.44498752276586
0.0991253644314867,"exp4","SD 5",15,343,15.0991253644315,5.02701175510782
0.362637362637361,"exp4","SD 5",16,364,16.3626373626374,5.28945410279714
0.384384384384383,"exp4","SD 5",17,333,17.3843843843844,5.30764361268477
0.604294478527606,"exp4","SD 5",18,326,18.6042944785276,5.67313615281708
-0.0250783699059554,"exp4","SD 5",19,319,18.974921630094,4.99364356115366
0.0521172638436482,"exp4","SD 5",20,307,20.0521172638436,5.82118233722306
-0.834355828220858,"exp4","SD 5",21,326,20.1656441717791,5.53619008531039
-0.506369426751593,"exp4","SD 5",22,314,21.4936305732484,5.41341584601384
0.0608695652173914,"exp4","SD 5",23,345,23.0608695652174,5.61293194824342
-0.666666666666668,"exp4","SD 5",24,342,23.3333333333333,5.64439877548149
-0.277620396600568,"exp4","SD 5",25,353,24.7223796033994,5.50536752579955
0.116564417177916,"exp4","SD 5",26,326,26.1165644171779,6.01934587607638
-0.12063492063492,"exp4","SD 5",27,315,26.8793650793651,5.70601868881628
-0.708333333333332,"exp4","SD 5",28,336,27.2916666666667,5.51400297929928
-0.426426426426428,"exp4","SD 5",29,333,28.5735735735736,5.88377579559194
-0.412751677852349,"exp4","SD 5",30,298,29.5872483221477,5.72672615049602
-0.342767295597483,"exp4","SD 5",31,318,30.6572327044025,5.19027188944586
-0.316129032258065,"exp4","SD 5",32,310,31.6838709677419,5.36771463209868
-0.741214057507989,"exp4","SD 5",33,313,32.258785942492,5.84907354560131
-1.15457413249212,"exp4","SD 5",34,317,32.8454258675079,6.12047452747585
-1.91758241758242,"exp4","SD 5",35,182,33.0824175824176,6.16610039838828
1.77508650519031,"exp4","SD 7",14,289,15.7750865051903,5.8666846066361
1.6156462585034,"exp4","SD 7",15,294,16.6156462585034,6.17756814739723
1.37037037037037,"exp4","SD 7",16,297,17.3703703703704,6.0731073292535
1.37261146496815,"exp4","SD 7",17,314,18.3726114649682,6.1054117456059
0.948630136986303,"exp4","SD 7",18,292,18.9486301369863,5.54278251238218
1.02605863192182,"exp4","SD 7",19,307,20.0260586319218,6.1818286132088
1.12034383954155,"exp4","SD 7",20,349,21.1203438395415,5.89977243832026
0.685430463576157,"exp4","SD 7",21,302,21.6854304635762,5.7745908928857
0.567484662576685,"exp4","SD 7",22,326,22.5674846625767,5.85202537915084
1.02922077922078,"exp4","SD 7",23,308,24.0292207792208,6.30100995290976
-0.168253968253968,"exp4","SD 7",24,315,23.831746031746,6.24858774864306
-0.171875,"exp4","SD 7",25,320,24.828125,5.77301768146177
0.449848024316111,"exp4","SD 7",26,329,26.4498480243161,5.668005653366
-0.100574712643677,"exp4","SD 7",27,348,26.8994252873563,6.12113075695018
-0.789473684210527,"exp4","SD 7",28,342,27.2105263157895,5.65396134591182
-0.913580246913579,"exp4","SD 7",29,324,28.0864197530864,5.90470774212038
-1.1869918699187,"exp4","SD 7",30,369,28.8130081300813,6.00771640606434
-1.28189910979228,"exp4","SD 7",31,337,29.7181008902077,6.41200037145978
-0.94736842105263,"exp4","SD 7",32,361,31.0526315789474,6.18825051565016
-1.4756446991404,"exp4","SD 7",33,349,31.5243553008596,6.01173253757048
-2.10089020771513,"exp4","SD 7",34,337,31.8991097922849,6.26036515102908
-1.86842105263158,"exp4","SD 7",35,228,33.1315789473684,5.56026361035584
