"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses"
"pavlovia","0","2","0.0-0.0","5be1ac50ca095c0001b9f717","","","",""
"external-html","1","79871","0.0-1.0","5be1ac50ca095c0001b9f717","79628","external_page.html","",""
"instructions","2","126620","0.0-2.0","5be1ac50ca095c0001b9f717","46748.39999997616","","[{""page_index"":0,""viewing_time"":7477.5},{""page_index"":1,""viewing_time"":20743.199999928474},{""page_index"":2,""viewing_time"":16719.600000023842},{""page_index"":3,""viewing_time"":1807.7999999523163}]",""
"survey-text","3","130773","0.0-3.0","5be1ac50ca095c0001b9f717","4150.299999952316","","","{""Q0"":""5be1ac50ca095c0001b9f717""}"
"instructions","4","132924","0.0-4.0","5be1ac50ca095c0001b9f717","2150.7000000476837","","[{""page_index"":0,""viewing_time"":2150.399999976158}]",""
