"comparison","model","comparison_set","contrast","array_length","estimate","SE","df","t.ratio","p.value"
"compare_exp2_exp3","experience","frame_at_each_noise_level","no frame - Mondrian frame","2",0.0424561251564706,0.0280718558293384,10338.3276430604,1.5124089199724,0.130460433385919
"compare_exp2_exp3","experience","frame_at_each_noise_level","no frame - Mondrian frame","10",0.0385347609684823,0.0270440417652369,10376.183623289,1.42488912356347,0.154219330447606
"compare_exp2_exp3","experience","frame_at_each_noise_level","no frame - Mondrian frame","20",-0.0164617436997182,0.0274837417294428,10330.3322059523,-0.59896297461139,0.549210709189139
"compare_exp2_exp3","experience","frame_overall","no frame - Mondrian frame",NA,0.0215097141417449,0.0158684032861506,10399.2014240273,1.35550589141617,0.175285870641987
"compare_exp2_exp3","average","frame_at_each_noise_level","no frame - Mondrian frame","2",-0.0104979437124528,0.0224970719408931,11831.8058146594,-0.466636002233279,0.640768916049898
"compare_exp2_exp3","average","frame_at_each_noise_level","no frame - Mondrian frame","10",-0.02000686140777,0.0228378230635958,11845.1640610016,-0.876040652038399,0.381025698821602
"compare_exp2_exp3","average","frame_at_each_noise_level","no frame - Mondrian frame","20",-0.000571516432142054,0.0227510064161034,11822.9253808357,-0.0251204901308247,0.979959280528494
"compare_exp2_exp3","average","frame_overall","no frame - Mondrian frame",NA,-0.0103587738507883,0.0130738411604397,11908.1651501313,-0.792328262495117,0.428185080048073
