"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X10",0.0305495909089464,0.00807851004139634,161,3.78158729176575,0.000639223883594386,NA,NA
"noise_overall","X2 - X20",-0.00652181730578072,0.00886954760655617,161,-0.735304391506951,0.74289697505961,NA,NA
"noise_overall","X10 - X20",-0.0370714082147271,0.00751484739582554,161,-4.93308862603386,5.96580101752675e-06,NA,NA
"noise_within_condition","X2 - X10",0.0480703671086396,0.0111048532866932,161,4.32877102178752,7.76396769200938e-05,"average",NA
"noise_within_condition","X2 - X20",-0.00884713387227498,0.0121922265845352,161,-0.725637258373855,0.748669848520674,"average",NA
"noise_within_condition","X10 - X20",-0.0569175009809145,0.0103300333074918,161,-5.50990488478245,4.17753498460627e-07,"average",NA
"noise_within_condition","X2 - X10",0.0130288147092533,0.0117359077806868,161,1.11016675937878,0.509202111479806,"experience",NA
"noise_within_condition","X2 - X20",-0.00419650073928646,0.0128850731426413,161,-0.325686993999182,0.943229077514175,"experience",NA
"noise_within_condition","X10 - X20",-0.0172253154485397,0.0109170571765606,161,-1.57783504931377,0.258165951818517,"experience",NA
"condition_within_noise","average - experience",-0.0122158062824533,0.0143851165137862,161,-0.849197590491961,0.397032275912855,NA,"X2"
"condition_within_noise","average - experience",-0.0472573586818396,0.0136123843741591,161,-3.47164445132405,0.000664251273428256,NA,"X10"
"condition_within_noise","average - experience",-0.00756517314946481,0.0147569163531804,161,-0.51265270930633,0.608896899349193,NA,"X20"
