"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp2","X2 - X10",-0.0219788578058019,0.0158497834408514,142,-1.38669767242077,0.350571046123234
"exp2","X2 - X20",0.00136598806638133,0.0137078995850547,142,0.0996496989130723,0.994540554390604
"exp2","X10 - X20",0.0233448458721832,0.0153696756654895,142,1.5188899479903,0.28513862420793
