"experiment","model","term","b","SE","df","t","p"
"exp2","combined","(Intercept)",24.6182227272786,0.0568437467316858,162.71295705939,433.085856276886,4.71927303933339e-251
"exp2","combined","resp_c",0.685782129429943,0.00508375104193633,14840.1372455694,134.896875116988,0
"exp2","combined","array_length1",1.01077036658646,0.0859724332484804,161.098218123969,11.7569124008052,1.95315727838254e-23
"exp2","combined","array_length2",-0.238527112796375,0.0613877271348809,165.107233031082,-3.88558306243012,0.000147528105317463
"exp2","combined","condition1",0.00822311961479963,0.0568437467316859,162.712957060836,0.144661815724682,0.88515691666104
"exp2","combined","resp_c:array_length1",0.00611625051373144,0.00709459355348944,14796.4198304424,0.86210019892164,0.388646353296434
"exp2","combined","resp_c:array_length2",0.00415518491408158,0.00730827552918943,14792.9343463924,0.568558875138967,0.569664170984417
"exp2","combined","resp_c:condition1",0.051013535669744,0.00508375104193633,14840.13724641,10.0346250728898,1.27696015864494e-23
"exp2","combined","array_length1:condition1",-0.110041624085622,0.0859724332484804,161.098218121034,-1.27996405275137,0.202397883471169
"exp2","combined","array_length2:condition1",-0.0188145378479909,0.0613877271348809,165.107232991594,-0.306486959627152,0.759620063885099
"exp2","combined","resp_c:array_length1:condition1",-0.00143133966209229,0.00709459355348944,14796.4198276647,-0.201750762929652,0.840114348878673
"exp2","combined","resp_c:array_length2:condition1",-0.00303180083919963,0.00730827552918943,14792.9343431897,-0.414844901111151,0.678261463111197
"exp2","experience","(Intercept)",24.6098479320302,0.0801498777453882,77.4255040528797,307.047853649986,3.11303521118131e-121
"exp2","experience","resp_c",0.63495522506432,0.00679174664831023,7015.07808417033,93.4892389165157,0
"exp2","experience","array_length1",1.12103020028068,0.126440549376038,76.0148478687877,8.86606556055606,2.40592930185859e-13
"exp2","experience","array_length2",-0.220028070356233,0.0876562262742442,79.154499711242,-2.51012483320746,0.0141079260192911
"exp2","experience","resp_c:array_length1",0.00752917266024289,0.00952302513527119,6992.58844168426,0.790628246097607,0.429187771734891
"exp2","experience","resp_c:array_length2",0.00721249640127025,0.00971026584597436,6991.55707570097,0.742770230565869,0.457645756614516
"exp2","average","(Intercept)",24.6265312419475,0.0801216942303625,85.3225522831843,307.364085077163,1.11515686335146e-131
"exp2","average","resp_c",0.736632584716013,0.00757051444267848,7824.72349152382,97.302843854742,0
"exp2","average","array_length1",0.900827654068979,0.116818805637964,85.0356484395026,7.71132395293231,2.14453148321492e-11
"exp2","average","array_length2",-0.257227528276308,0.0855834534536901,85.9391840205931,-3.00557546927567,0.0034739783508918
"exp2","average","resp_c:array_length1",0.00464244284925292,0.0105228763067161,7801.56082190012,0.441176225390953,0.659097649132039
"exp2","average","resp_c:array_length2",0.00120304219907944,0.0109318636993063,7799.92381423929,0.110049140034173,0.912373234619499
