"experiment","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","experience","2",0.921427122864912,0.0162214657640744,6925.5513505682,0.889628076751982,0.953226168977843,56.8029508717757,0
"exp2","experience","10",0.829624638146126,0.0159514655837892,6946.77627452744,0.798354891864077,0.860894384428175,52.0093049625005,0
"exp2","experience","20",0.871441299671071,0.0162056239288767,6931.39309054798,0.839673313091964,0.903209286250179,53.7740048452102,0
"exp2","average","2",0.811920867317313,0.0132561531299567,7737.88097459862,0.785935219926907,0.83790651470772,61.2486035245404,0
"exp2","average","10",0.680465842278473,0.0131271559573037,7751.00784276322,0.65473307107235,0.706198613484596,51.8365017138291,0
"exp2","average","20",0.740826625745038,0.0131198423875207,7725.23187705994,0.715108177708954,0.766545073781121,56.4661223712331,0
