"experiment","condition","array_length","n","se","inward","inward_low","inward_high"
"exp2","average","2",86,0.224196764313878,1.65866208290114,-1.74070848402244,5.05803264982472
"exp2","average","10",86,0.206045324976528,2.65793455575432,0.840796025679747,4.4750730858289
"exp2","average","20",86,0.212301927573632,2.04530969676319,0.216553536902374,3.874065856624
"exp2","experience","2",77,0.270073637329608,0.723425474237163,-1.68759162915007,3.1344425776244
"exp2","experience","10",77,0.255074649967767,1.46797212527732,1.20776550289537,1.72817874765927
"exp2","experience","20",77,0.240710429381667,0.981638725632232,0.545051593428217,1.41822585783625
