"window","experiment","array_length","high","low"
15.5978212392722,"exp2","2",33.4497675947506,17.8519463554784
15.3482305205953,"exp2","10",33.3267495544788,17.9785190338835
14.9255019140677,"exp2","20",31.3886318380673,16.4631299239996
