"experiment","condition","array_length","n","mean_prop","se"
"exp2","average","2",86,0.128713836830171,0.0089979663184243
"exp2","average","10",86,0.0806434697215313,0.00838629931664794
"exp2","average","20",86,0.137560970702446,0.0105298808484509
"exp2","experience","2",77,0.140929643112624,0.011408383892522
"exp2","experience","10",77,0.127900828403371,0.0109203033557781
"exp2","experience","20",77,0.145126143851911,0.0102417413331683
