"experiment","tail_prop","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"exp2",0.1,"average","2",530,11.732488120431,8.017407072232,0.683350964427611
"exp2",0.1,"average","10",532,11.0126511835201,7.67634006091145,0.697047416919796
"exp2",0.1,"average","20",530,11.6390318066674,8.04519648639273,0.69122557786843
"exp2",0.1,"experience","2",475,13.468964606443,7.87938306647303,0.58500287859572
"exp2",0.1,"experience","10",478,12.9302868908509,7.89570114097713,0.610636191418453
"exp2",0.1,"experience","20",474,13.3398061038745,7.51089814812483,0.56304402700001
