"participant_id","condition","array_length","band","n_trials","dist","inward"
"average.55a56724fdf99b7973398109","average","2","extreme",14,7.48990683229814,2.5
"average.55a56724fdf99b7973398109","average","2","middle",17,2.56975703324808,-0.470588235294118
"average.55a56724fdf99b7973398109","average","10","extreme",16,7.84646739130435,1.425
"average.55a56724fdf99b7973398109","average","10","middle",16,2.3070652173913,-1.2875
"average.55a56724fdf99b7973398109","average","20","extreme",17,8.35709718670077,-1.08823529411765
"average.55a56724fdf99b7973398109","average","20","middle",12,2.44764492753623,0.333333333333334
"average.55d35a63da14d7001295328e","average","2","extreme",18,7.87275985663082,-1.16666666666667
"average.55d35a63da14d7001295328e","average","2","middle",13,2.88502894954508,0.615384615384616
"average.55d35a63da14d7001295328e","average","10","extreme",12,7.36164874551971,2.01666666666667
"average.55d35a63da14d7001295328e","average","10","middle",18,3.09223416965352,-1.28888888888889
"average.55d35a63da14d7001295328e","average","20","extreme",23,7.54628330995792,-2.58695652173913
"average.55d35a63da14d7001295328e","average","20","middle",9,2.57168458781362,-2.94444444444444
"average.55d4d11258c35800113dc2ab","average","2","extreme",14,8.11475667189953,1
"average.55d4d11258c35800113dc2ab","average","2","middle",13,2.56179205409975,-0.923076923076923
"average.55d4d11258c35800113dc2ab","average","10","extreme",20,8.20098901098901,2.71
"average.55d4d11258c35800113dc2ab","average","10","middle",12,2.58278388278388,-1.11666666666667
"average.55d4d11258c35800113dc2ab","average","20","extreme",20,8.33032967032967,-0.0499999999999996
"average.55d4d11258c35800113dc2ab","average","20","middle",12,2.09835164835165,0.0833333333333334
"average.56e6a66af6ed900006a5867c","average","2","extreme",13,8.17414075286416,1.07692307692308
"average.56e6a66af6ed900006a5867c","average","2","middle",19,2.4535274356103,-1.05263157894737
"average.56e6a66af6ed900006a5867c","average","10","extreme",11,7.44332688588008,3.10909090909091
"average.56e6a66af6ed900006a5867c","average","10","middle",21,2.63728470111449,1.47619047619048
"average.56e6a66af6ed900006a5867c","average","20","extreme",20,8.33234042553191,3.25
"average.56e6a66af6ed900006a5867c","average","20","middle",10,1.67659574468085,6.6
"average.579f1d3bc9abeb0001af52d8","average","2","extreme",22,8.03187042842215,2.27272727272727
"average.579f1d3bc9abeb0001af52d8","average","2","middle",10,3.35977011494253,2.4
"average.579f1d3bc9abeb0001af52d8","average","10","extreme",23,7.74147926036982,-0.539130434782608
"average.579f1d3bc9abeb0001af52d8","average","10","middle",7,2.10755336617406,-4.71428571428571
"average.579f1d3bc9abeb0001af52d8","average","20","extreme",12,7.95019157088123,-1.91666666666667
"average.579f1d3bc9abeb0001af52d8","average","20","middle",13,2.80371352785146,0.961538461538461
"average.57bfc1beef05670001ee84c2","average","2","extreme",18,8.70697399527187,0.833333333333333
"average.57bfc1beef05670001ee84c2","average","2","middle",13,2.29713584288052,-0.384615384615384
"average.57bfc1beef05670001ee84c2","average","10","extreme",24,7.6302304964539,2.18333333333333
"average.57bfc1beef05670001ee84c2","average","10","middle",8,3,1.125
"average.57bfc1beef05670001ee84c2","average","20","extreme",16,9.89827127659574,2.75
"average.57bfc1beef05670001ee84c2","average","20","middle",15,3.03595744680851,1.43333333333333
"average.580cab86b869700001d71628","average","2","extreme",15,8.90718518518518,0.466666666666667
"average.580cab86b869700001d71628","average","2","middle",15,3.54511111111111,0.533333333333333
"average.580cab86b869700001d71628","average","10","extreme",16,8.625,3.5625
"average.580cab86b869700001d71628","average","10","middle",15,2.70614814814815,-0.0533333333333333
"average.580cab86b869700001d71628","average","20","extreme",15,8.198,3.9
"average.580cab86b869700001d71628","average","20","middle",14,2.32634920634921,0.142857142857143
"average.58509fbda6946500016117ed","average","2","extreme",19,8.37290033594625,6.42105263157895
"average.58509fbda6946500016117ed","average","2","middle",13,2.42225859247136,0.0769230769230772
"average.58509fbda6946500016117ed","average","10","extreme",23,9.21683626271971,4.26956521739131
"average.58509fbda6946500016117ed","average","10","middle",7,3.14103343465046,1.31428571428571
"average.58509fbda6946500016117ed","average","20","extreme",13,8.42798690671031,2.11538461538462
"average.58509fbda6946500016117ed","average","20","middle",19,2.34658454647256,0.394736842105263
"average.58d4c4c287b2420001263b6a","average","2","extreme",19,8.08572228443449,3.42105263157895
"average.58d4c4c287b2420001263b6a","average","2","middle",13,2.75310965630115,2.46153846153846
"average.58d4c4c287b2420001263b6a","average","10","extreme",19,8.20901455767077,5.50526315789474
"average.58d4c4c287b2420001263b6a","average","10","middle",12,2.99202127659575,3.91666666666667
"average.58d4c4c287b2420001263b6a","average","20","extreme",19,8.59927211646137,2.97368421052632
"average.58d4c4c287b2420001263b6a","average","20","middle",12,2.72854609929078,3.08333333333333
"average.5930c7fdfa699e0001017cc1","average","2","extreme",22,7.96200956937799,4.09090909090909
"average.5930c7fdfa699e0001017cc1","average","2","middle",10,2.9,1
"average.5930c7fdfa699e0001017cc1","average","10","extreme",18,8.14245614035088,4.74444444444445
"average.5930c7fdfa699e0001017cc1","average","10","middle",13,1.96842105263158,1.92307692307692
"average.5930c7fdfa699e0001017cc1","average","20","extreme",15,8.77312280701754,4.7
"average.5930c7fdfa699e0001017cc1","average","20","middle",17,2.32835913312694,1.20588235294118
"average.593890eac6aa16000101f037","average","2","extreme",18,8.76582125603865,2.66666666666667
"average.593890eac6aa16000101f037","average","2","middle",11,2.71749011857708,0.272727272727272
"average.593890eac6aa16000101f037","average","10","extreme",17,9.1556905370844,7.02352941176471
"average.593890eac6aa16000101f037","average","10","middle",15,2.80615942028985,2.54666666666667
"average.593890eac6aa16000101f037","average","20","extreme",16,8.85285326086957,1.125
"average.593890eac6aa16000101f037","average","20","middle",15,2.15021739130435,-1.03333333333333
"average.5969496f06679c00014b818e","average","2","extreme",17,7.98868778280543,6.41176470588235
"average.5969496f06679c00014b818e","average","2","middle",13,2.23541842772612,1.07692307692308
"average.5969496f06679c00014b818e","average","10","extreme",14,7.64960753532182,3.61428571428572
"average.5969496f06679c00014b818e","average","10","middle",16,1.95164835164835,-0.65
"average.5969496f06679c00014b818e","average","20","extreme",18,8.51404151404151,-0.277777777777778
"average.5969496f06679c00014b818e","average","20","middle",13,2.78360101437024,2.19230769230769
"average.5a33d736bf4d770001e6097a","average","2","extreme",14,7.60706436420722,0.142857142857143
"average.5a33d736bf4d770001e6097a","average","2","middle",15,2.8610989010989,2
"average.5a33d736bf4d770001e6097a","average","10","extreme",19,8.4886061307114,3.11578947368421
"average.5a33d736bf4d770001e6097a","average","10","middle",13,2.36280642434489,0.907692307692308
"average.5a33d736bf4d770001e6097a","average","20","extreme",18,8.27777777777778,0.944444444444445
"average.5a33d736bf4d770001e6097a","average","20","middle",12,2.23608058608059,-0.416666666666666
"average.5a3bdd2c8d005a0001829f3e","average","2","extreme",14,8.59576138147567,3.42857142857143
"average.5a3bdd2c8d005a0001829f3e","average","2","middle",16,3.02129120879121,1.875
"average.5a3bdd2c8d005a0001829f3e","average","10","extreme",15,6.92593406593407,5.56
"average.5a3bdd2c8d005a0001829f3e","average","10","middle",15,2.22717948717949,1.24
"average.5a3bdd2c8d005a0001829f3e","average","20","extreme",15,6.97802197802198,2.03333333333333
"average.5a3bdd2c8d005a0001829f3e","average","20","middle",16,2.04258241758242,0.625
"average.5a937cb0dbdb470001ee923b","average","2","extreme",18,8.66702127659575,3.22222222222222
"average.5a937cb0dbdb470001ee923b","average","2","middle",13,2.03805237315876,-0.846153846153846
"average.5a937cb0dbdb470001ee923b","average","10","extreme",18,8.45591016548464,1.9
"average.5a937cb0dbdb470001ee923b","average","10","middle",14,2.22826747720365,0.3
"average.5a937cb0dbdb470001ee923b","average","20","extreme",17,9.47002503128911,1.44117647058824
"average.5a937cb0dbdb470001ee923b","average","20","middle",14,2.21413373860182,0.785714285714286
"average.5c476621b521ee00019abf67","average","2","extreme",13,8.62969396195203,-1.07692307692308
"average.5c476621b521ee00019abf67","average","2","middle",18,2.66666666666667,0.833333333333333
"average.5c476621b521ee00019abf67","average","10","extreme",18,8.32066905615293,3.41111111111111
"average.5c476621b521ee00019abf67","average","10","middle",13,2.83399503722084,1.26153846153846
"average.5c476621b521ee00019abf67","average","20","extreme",21,7.56200716845878,5.54761904761905
"average.5c476621b521ee00019abf67","average","20","middle",10,2.93720430107527,4.3
"average.5d7bde81c7390f00169b2fdf","average","2","extreme",14,8.07142857142857,-0.142857142857143
"average.5d7bde81c7390f00169b2fdf","average","2","middle",17,2.99561952440551,-1.76470588235294
"average.5d7bde81c7390f00169b2fdf","average","10","extreme",18,8.56997635933806,-0.51111111111111
"average.5d7bde81c7390f00169b2fdf","average","10","middle",13,2.16808510638298,-0.476923076923077
"average.5d7bde81c7390f00169b2fdf","average","20","extreme",22,7.96866537717602,2.09090909090909
"average.5d7bde81c7390f00169b2fdf","average","20","middle",10,2.34595744680851,-0.7
"average.5d9420526928f000181e12f1","average","2","extreme",21,8.61775362318841,0.714285714285714
"average.5d9420526928f000181e12f1","average","2","middle",10,3.5,-0.5
"average.5d9420526928f000181e12f1","average","10","extreme",17,8.65850383631714,5.42352941176471
"average.5d9420526928f000181e12f1","average","10","middle",13,2.89523411371237,0.738461538461539
"average.5d9420526928f000181e12f1","average","20","extreme",13,7.88503344481605,2.73076923076923
"average.5d9420526928f000181e12f1","average","20","middle",18,2.83272946859903,1.11111111111111
"average.5e3a8aeedc1d57292aea3f22","average","2","extreme",14,8.1021052631579,0.142857142857143
"average.5e3a8aeedc1d57292aea3f22","average","2","middle",18,2.61894736842105,1.05555555555556
"average.5e3a8aeedc1d57292aea3f22","average","10","extreme",18,8.33005847953216,5.32222222222222
"average.5e3a8aeedc1d57292aea3f22","average","10","middle",14,2.85503759398496,2.1
"average.5e3a8aeedc1d57292aea3f22","average","20","extreme",14,8.5206015037594,1.85714285714286
"average.5e3a8aeedc1d57292aea3f22","average","20","middle",17,2.49151702786378,0.852941176470588
"average.5f4a4da1575d605c43bef871","average","2","extreme",22,8.63718079673136,3.63636363636364
"average.5f4a4da1575d605c43bef871","average","2","middle",10,2.1,0.7
"average.5f4a4da1575d605c43bef871","average","10","extreme",16,7.79199438202247,4.725
"average.5f4a4da1575d605c43bef871","average","10","middle",10,2.08359550561798,0.58
"average.5f4a4da1575d605c43bef871","average","20","extreme",18,8.16466916354557,1.72222222222222
"average.5f4a4da1575d605c43bef871","average","20","middle",13,2.2314606741573,0.5
"average.5f79bca83a2eb65c0983816d","average","2","extreme",16,9.25,1.875
"average.5f79bca83a2eb65c0983816d","average","2","middle",15,2.287265917603,-1.8
"average.5f79bca83a2eb65c0983816d","average","10","extreme",15,7.60411985018727,-0.253333333333332
"average.5f79bca83a2eb65c0983816d","average","10","middle",14,3.30337078651685,-0.8
"average.5f79bca83a2eb65c0983816d","average","20","extreme",20,8.0329213483146,0.35
"average.5f79bca83a2eb65c0983816d","average","20","middle",9,1.81797752808989,-0.166666666666667
"average.60121fca666552254559110d","average","2","extreme",13,8.32871198568873,0.846153846153846
"average.60121fca666552254559110d","average","2","middle",14,2.50664451827243,0.0714285714285717
"average.60121fca666552254559110d","average","10","extreme",16,9.23168604651163,2.05
"average.60121fca666552254559110d","average","10","middle",14,2.48953488372093,1.1
"average.60121fca666552254559110d","average","20","extreme",14,7.85714285714286,1.92857142857143
"average.60121fca666552254559110d","average","20","middle",15,3.31821705426357,2.43333333333333
"average.603470186bba1c26a354c27e","average","2","extreme",16,8.76002747252747,2.0625
"average.603470186bba1c26a354c27e","average","2","middle",13,2.9938292476754,-0.692307692307693
"average.603470186bba1c26a354c27e","average","10","extreme",18,7.81562881562882,2.95555555555556
"average.603470186bba1c26a354c27e","average","10","middle",13,2.81530008453085,-1.15384615384615
"average.603470186bba1c26a354c27e","average","20","extreme",18,8.3978021978022,1.05555555555556
"average.603470186bba1c26a354c27e","average","20","middle",13,1.78918005071851,-3.65384615384615
"average.605fbc12c61d8d10250f6e51","average","2","extreme",19,8.02410865874363,1.42105263157895
"average.605fbc12c61d8d10250f6e51","average","2","middle",12,3.37311827956989,-1.83333333333333
"average.605fbc12c61d8d10250f6e51","average","10","extreme",16,8.52661290322581,1.0375
"average.605fbc12c61d8d10250f6e51","average","10","middle",16,2.51733870967742,1.6125
"average.605fbc12c61d8d10250f6e51","average","20","extreme",15,8.48408602150538,1.63333333333333
"average.605fbc12c61d8d10250f6e51","average","20","middle",15,2.8058064516129,0.7
"average.607b73619e1bfba7bfb23cce","average","2","extreme",15,9.1384229390681,-1.06666666666667
"average.607b73619e1bfba7bfb23cce","average","2","middle",15,2.48193548387097,0.133333333333333
"average.607b73619e1bfba7bfb23cce","average","10","extreme",20,8.07236559139785,-3.47
"average.607b73619e1bfba7bfb23cce","average","10","middle",12,1.92544802867383,-0.0166666666666668
"average.607b73619e1bfba7bfb23cce","average","20","extreme",20,7.8694623655914,-2.55
"average.607b73619e1bfba7bfb23cce","average","20","middle",11,2.42991202346041,1.59090909090909
"average.60c119b30aa5205b493541b6","average","2","extreme",20,9.1,-1.6
"average.60c119b30aa5205b493541b6","average","2","middle",12,2.22473684210526,-3.83333333333333
"average.60c119b30aa5205b493541b6","average","10","extreme",14,8.2787969924812,4.18571428571429
"average.60c119b30aa5205b493541b6","average","10","middle",18,2.54479532163743,1.06666666666667
"average.60c119b30aa5205b493541b6","average","20","extreme",18,9.31146198830409,2.94444444444444
"average.60c119b30aa5205b493541b6","average","20","middle",13,2.37991902834008,0.884615384615384
"average.60f6ce6de6cf393bcde0c14d","average","2","extreme",11,8.54612440191388,1.54545454545455
"average.60f6ce6de6cf393bcde0c14d","average","2","middle",21,2.73027568922306,-0.142857142857143
"average.60f6ce6de6cf393bcde0c14d","average","10","extreme",20,8.01357894736842,1.98
"average.60f6ce6de6cf393bcde0c14d","average","10","middle",12,2.66666666666667,1.91666666666667
"average.60f6ce6de6cf393bcde0c14d","average","20","extreme",17,9.04916408668731,1.67647058823529
"average.60f6ce6de6cf393bcde0c14d","average","20","middle",14,2.61834586466165,-0.714285714285714
"average.612cd21ab53f52338b7b4f19","average","2","extreme",20,8.0236170212766,3.3
"average.612cd21ab53f52338b7b4f19","average","2","middle",12,2.66666666666667,1.08333333333333
"average.612cd21ab53f52338b7b4f19","average","10","extreme",22,8.31876208897486,1.98181818181818
"average.612cd21ab53f52338b7b4f19","average","10","middle",10,2.54936170212766,1.42
"average.612cd21ab53f52338b7b4f19","average","20","extreme",19,8.78477043673012,2.23684210526316
"average.612cd21ab53f52338b7b4f19","average","20","middle",11,3.56943907156673,2.04545454545455
"average.6143af8721d1445864c4f6c8","average","2","extreme",16,8.22726063829787,1.3125
"average.6143af8721d1445864c4f6c8","average","2","middle",16,2.6875,-0.5
"average.6143af8721d1445864c4f6c8","average","10","extreme",20,7.75,4.35
"average.6143af8721d1445864c4f6c8","average","10","middle",11,2.98733075435203,6.52727272727273
"average.6143af8721d1445864c4f6c8","average","20","extreme",17,8.7014392991239,5.61764705882353
"average.6143af8721d1445864c4f6c8","average","20","middle",14,2,1.5
"average.616964223dcbf0aa539dbae2","average","2","extreme",13,8.37362637362637,-0.769230769230769
"average.616964223dcbf0aa539dbae2","average","2","middle",17,3.16806722689076,-0.823529411764706
"average.616964223dcbf0aa539dbae2","average","10","extreme",16,8.41071428571429,-1.7625
"average.616964223dcbf0aa539dbae2","average","10","middle",15,2.62857142857143,0.186666666666667
"average.616964223dcbf0aa539dbae2","average","20","extreme",20,7.73857142857143,2.6
"average.616964223dcbf0aa539dbae2","average","20","middle",10,2.52285714285714,-3.1
"average.62728a4122289635e97d12f2","average","2","extreme",17,8.02697121401752,0.88235294117647
"average.62728a4122289635e97d12f2","average","2","middle",15,2.63425531914894,-0.933333333333333
"average.62728a4122289635e97d12f2","average","10","extreme",13,8.20875613747954,2.09230769230769
"average.62728a4122289635e97d12f2","average","10","middle",18,2.82529550827423,0.433333333333333
"average.62728a4122289635e97d12f2","average","20","extreme",20,8.89723404255319,-0.9
"average.62728a4122289635e97d12f2","average","20","middle",11,2.19061895551257,3.31818181818182
"average.627cea14552eb015f1daf9a1","average","2","extreme",17,8.19578947368421,-2.64705882352941
"average.627cea14552eb015f1daf9a1","average","2","middle",14,3.39729323308271,-0.857142857142857
"average.627cea14552eb015f1daf9a1","average","10","extreme",15,8.53936842105263,1.34666666666667
"average.627cea14552eb015f1daf9a1","average","10","middle",17,2.95715170278638,-0.141176470588235
"average.627cea14552eb015f1daf9a1","average","20","extreme",18,7.82643274853801,-0.833333333333333
"average.627cea14552eb015f1daf9a1","average","20","middle",14,2.69864661654135,0.785714285714286
"average.628f83dc5398c04bac86f9e6","average","2","extreme",15,8.59026819923372,9.73333333333333
"average.628f83dc5398c04bac86f9e6","average","2","middle",13,2.642175066313,-0.153846153846154
"average.628f83dc5398c04bac86f9e6","average","10","extreme",14,7.46420361247948,2.32857142857143
"average.628f83dc5398c04bac86f9e6","average","10","middle",14,2.78571428571429,1
"average.628f83dc5398c04bac86f9e6","average","20","extreme",22,7.50919540229885,4.68181818181818
"average.628f83dc5398c04bac86f9e6","average","20","middle",9,1.88326947637292,-2.61111111111111
"average.6290c65ed46e5dce4f16bb92","average","2","extreme",15,8.67666666666667,6.2
"average.6290c65ed46e5dce4f16bb92","average","2","middle",14,2.35714285714286,0.857142857142857
"average.6290c65ed46e5dce4f16bb92","average","10","extreme",17,8.8578431372549,6.42352941176471
"average.6290c65ed46e5dce4f16bb92","average","10","middle",13,3.41666666666667,2.13846153846154
"average.6290c65ed46e5dce4f16bb92","average","20","extreme",16,7.59583333333333,7.3125
"average.6290c65ed46e5dce4f16bb92","average","20","middle",15,1.89,1.7
"average.62b0b6c050a175081568bf35","average","2","extreme",19,8.58360110803324,3.8421052631579
"average.62b0b6c050a175081568bf35","average","2","middle",13,2.07983805668016,0.153846153846154
"average.62b0b6c050a175081568bf35","average","10","extreme",16,8.32026315789474,1.2
"average.62b0b6c050a175081568bf35","average","10","middle",15,2.70414035087719,1.50666666666667
"average.62b0b6c050a175081568bf35","average","20","extreme",17,8.26842105263158,0.61764705882353
"average.62b0b6c050a175081568bf35","average","20","middle",15,3.42743859649123,0.566666666666667
"average.62e0532289a4e5d9fedadde1","average","2","extreme",20,7.71397849462365,-1.2
"average.62e0532289a4e5d9fedadde1","average","2","middle",12,3.34068100358423,-1.08333333333333
"average.62e0532289a4e5d9fedadde1","average","10","extreme",13,7.72522746071133,2.01538461538462
"average.62e0532289a4e5d9fedadde1","average","10","middle",16,2.75900537634409,1.6625
"average.62e0532289a4e5d9fedadde1","average","20","extreme",12,7.12867383512545,2
"average.62e0532289a4e5d9fedadde1","average","20","middle",20,2.52720430107527,-0.8
"average.631fdedf78d4f7b0a6b985ad","average","2","extreme",15,8.37390070921986,-0.533333333333334
"average.631fdedf78d4f7b0a6b985ad","average","2","middle",17,2.54292866082603,-0.470588235294118
"average.631fdedf78d4f7b0a6b985ad","average","10","extreme",12,9.25,3.66666666666667
"average.631fdedf78d4f7b0a6b985ad","average","10","middle",20,2.29297872340426,1.07
"average.631fdedf78d4f7b0a6b985ad","average","20","extreme",18,7.59007092198582,4.61111111111111
"average.631fdedf78d4f7b0a6b985ad","average","20","middle",12,2.58333333333333,0.583333333333333
"average.63251e479509813fab713ad2","average","2","extreme",15,7.75763440860215,8.73333333333333
"average.63251e479509813fab713ad2","average","2","middle",15,3.30702508960574,-1.6
"average.63251e479509813fab713ad2","average","10","extreme",16,7.42123655913979,5.7375
"average.63251e479509813fab713ad2","average","10","middle",16,2.76626344086022,-1.4875
"average.63251e479509813fab713ad2","average","20","extreme",13,8.77038875103391,1.34615384615385
"average.63251e479509813fab713ad2","average","20","middle",18,3.11612903225806,-2.94444444444444
"average.633f4f203450d46b01e3d16b","average","2","extreme",14,8.71428571428571,1.57142857142857
"average.633f4f203450d46b01e3d16b","average","2","middle",18,2.74105263157895,0
"average.633f4f203450d46b01e3d16b","average","10","extreme",19,8.13501385041551,3.96842105263158
"average.633f4f203450d46b01e3d16b","average","10","middle",13,2.22631578947368,1.15384615384615
"average.633f4f203450d46b01e3d16b","average","20","extreme",20,8.11652631578947,3.65
"average.633f4f203450d46b01e3d16b","average","20","middle",11,1.66679425837321,0.681818181818182
"average.63e63f77c742a91baf498dd0","average","2","extreme",17,7.79924098671727,0.176470588235294
"average.63e63f77c742a91baf498dd0","average","2","middle",13,2.59139784946237,3.76923076923077
"average.63e63f77c742a91baf498dd0","average","10","extreme",20,9.03376344086022,7.42
"average.63e63f77c742a91baf498dd0","average","10","middle",11,2.75796676441838,0.563636363636363
"average.63e63f77c742a91baf498dd0","average","20","extreme",20,7.73118279569892,1.7
"average.63e63f77c742a91baf498dd0","average","20","middle",12,3.04587813620072,2.58333333333333
"average.64012a2623351894f2917605","average","2","extreme",14,8.7854103343465,3.35714285714286
"average.64012a2623351894f2917605","average","2","middle",18,3.27777777777778,0.388888888888889
"average.64012a2623351894f2917605","average","10","extreme",15,8.19021276595745,1.44
"average.64012a2623351894f2917605","average","10","middle",17,2.86795994993742,1.88235294117647
"average.64012a2623351894f2917605","average","20","extreme",18,8.77730496453901,0.166666666666667
"average.64012a2623351894f2917605","average","20","middle",12,2.29184397163121,0.416666666666667
"average.640415971520c41606ca4389","average","2","extreme",19,7.19230333899264,-2
"average.640415971520c41606ca4389","average","2","middle",12,2.78297491039427,2.33333333333333
"average.640415971520c41606ca4389","average","10","extreme",23,8.90219728845255,1.42608695652174
"average.640415971520c41606ca4389","average","10","middle",9,3.02771804062127,0.466666666666666
"average.640415971520c41606ca4389","average","20","extreme",16,8.16895161290322,-2.25
"average.640415971520c41606ca4389","average","20","middle",14,2.50706605222734,1.28571428571429
"average.651b249337102ada9fee4951","average","2","extreme",19,8.98524027459954,-0.578947368421053
"average.651b249337102ada9fee4951","average","2","middle",12,3.23369565217391,4.5
"average.651b249337102ada9fee4951","average","10","extreme",16,8.00244565217391,2.35
"average.651b249337102ada9fee4951","average","10","middle",15,2.50391304347826,0.56
"average.651b249337102ada9fee4951","average","20","extreme",15,7.71057971014493,1.76666666666667
"average.651b249337102ada9fee4951","average","20","middle",15,2.77724637681159,0.0333333333333335
"average.6572244f5a6d2b943074aa73","average","2","extreme",9,8.81063321385902,1
"average.6572244f5a6d2b943074aa73","average","2","middle",22,2.18387096774194,-0.772727272727272
"average.6572244f5a6d2b943074aa73","average","10","extreme",18,8.63536439665472,0.933333333333335
"average.6572244f5a6d2b943074aa73","average","10","middle",13,2.48213399503722,0.861538461538462
"average.6572244f5a6d2b943074aa73","average","20","extreme",16,8.125,-0.5625
"average.6572244f5a6d2b943074aa73","average","20","middle",15,2.65605734767025,-2.16666666666667
"average.657b80c8ff78a49936e4cff3","average","2","extreme",17,8.56382978723404,2.11764705882353
"average.657b80c8ff78a49936e4cff3","average","2","middle",13,2.80114566284779,0.538461538461539
"average.657b80c8ff78a49936e4cff3","average","10","extreme",17,8.96357947434293,2.96470588235294
"average.657b80c8ff78a49936e4cff3","average","10","middle",15,2.64354609929078,1.74666666666667
"average.657b80c8ff78a49936e4cff3","average","20","extreme",21,8.39128672745694,2.4047619047619
"average.657b80c8ff78a49936e4cff3","average","20","middle",11,2.16208897485493,-0.590909090909091
"average.6604664cb53a76971c8a1dce","average","2","extreme",18,9.05591397849462,-0.555555555555556
"average.6604664cb53a76971c8a1dce","average","2","middle",13,3.36575682382134,-1
"average.6604664cb53a76971c8a1dce","average","10","extreme",16,8.45040322580645,1.075
"average.6604664cb53a76971c8a1dce","average","10","middle",16,2.83629032258065,3.275
"average.6604664cb53a76971c8a1dce","average","20","extreme",18,8.72222222222222,3.27777777777778
"average.6604664cb53a76971c8a1dce","average","20","middle",12,2.66612903225807,2.83333333333333
"average.662613a0c132844f74a62143","average","2","extreme",21,8.16231438812084,3.85714285714286
"average.662613a0c132844f74a62143","average","2","middle",9,3.16057347670251,6.22222222222222
"average.662613a0c132844f74a62143","average","10","extreme",17,8.86363061353574,2.36470588235294
"average.662613a0c132844f74a62143","average","10","middle",14,2.4221198156682,-2.65714285714286
"average.662613a0c132844f74a62143","average","20","extreme",18,8.27980884109916,0.166666666666667
"average.662613a0c132844f74a62143","average","20","middle",14,2.28571428571429,1.57142857142857
"average.6627e29477d23bd171a6728a","average","2","extreme",16,9.11277173913043,5.875
"average.6627e29477d23bd171a6728a","average","2","middle",15,2.38297101449275,-0.666666666666667
"average.6627e29477d23bd171a6728a","average","10","extreme",14,9.02158385093168,4.31428571428572
"average.6627e29477d23bd171a6728a","average","10","middle",16,2.39972826086957,-0.3
"average.6627e29477d23bd171a6728a","average","20","extreme",18,7.80495169082126,0.555555555555556
"average.6627e29477d23bd171a6728a","average","20","middle",13,3.05811036789298,2.65384615384615
"average.666fb6f24d1c14f333eb4a0a","average","2","extreme",19,8.36706281833616,1.42105263157895
"average.666fb6f24d1c14f333eb4a0a","average","2","middle",13,2.56741108354012,-1.38461538461538
"average.666fb6f24d1c14f333eb4a0a","average","10","extreme",18,7.61385902031063,3.13333333333333
"average.666fb6f24d1c14f333eb4a0a","average","10","middle",11,2.68856304985337,1.96363636363636
"average.666fb6f24d1c14f333eb4a0a","average","20","extreme",23,8.53160355306218,-0.195652173913044
"average.666fb6f24d1c14f333eb4a0a","average","20","middle",9,2.64719235364397,0.611111111111111
"average.667871d17d7fdf0358f82a28","average","2","extreme",18,8.7804347826087,4.55555555555556
"average.667871d17d7fdf0358f82a28","average","2","middle",13,2.94322742474916,1.76923076923077
"average.667871d17d7fdf0358f82a28","average","10","extreme",19,8.39673913043478,1.56842105263158
"average.667871d17d7fdf0358f82a28","average","10","middle",13,2.11245819397993,-0.446153846153846
"average.667871d17d7fdf0358f82a28","average","20","extreme",18,8.8042270531401,1.27777777777778
"average.667871d17d7fdf0358f82a28","average","20","middle",11,2.16017786561265,-1.13636363636364
"average.6683fb33cc602af8407e62e9","average","2","extreme",15,9.15164912280702,1.46666666666667
"average.6683fb33cc602af8407e62e9","average","2","middle",17,2.91919504643963,0.176470588235294
"average.6683fb33cc602af8407e62e9","average","10","extreme",23,8.0162471395881,2.69565217391304
"average.6683fb33cc602af8407e62e9","average","10","middle",9,2.9472514619883,-0.0222222222222221
"average.6683fb33cc602af8407e62e9","average","20","extreme",16,8.14697368421053,-2.625
"average.6683fb33cc602af8407e62e9","average","20","middle",15,2.42161403508772,1.56666666666667
"average.669036d23349747de1e78aba","average","2","extreme",17,7.14322538003966,0.235294117647059
"average.669036d23349747de1e78aba","average","2","middle",14,2.61123595505618,-0.571428571428572
