"experiment","model","condition","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp2","combined","average","2",0.741480575951326,0.0125572821313763,14687.9585779656,0.716866726922907,0.766094424979746,59.0478551165641,0
"exp2","combined","experience","2",0.642316183936023,0.0116984884940871,14678.3599931328,0.619385676987196,0.66524669088485,54.9059123544617,0
"exp2","combined","average","10",0.737919049174569,0.0135304309650745,14653.0396173541,0.711397701084671,0.764440397264467,54.5377343175046,0
"exp2","combined","experience","10",0.64195557951348,0.0121092838154713,14632.1653658652,0.618219855953294,0.665691303073667,53.0135051168999,0
"exp2","combined","average","20",0.730987370173166,0.0129038725303815,14600.2342747912,0.705694147938204,0.756280592408128,56.6486818939114,0
"exp2","combined","experience","20",0.620034017831094,0.0118197994328226,14650.28995422,0.596865722543226,0.643202313118962,52.4572368046543,0
"exp2","experience","experience","2",0.642484397724562,0.011581820043544,6935.49630206556,0.61978048534807,0.665188310101054,55.4735262082317,0
"exp2","experience","experience","10",0.64216772146559,0.0119976162538597,6923.68401260492,0.618648714241688,0.665686728689491,53.5246092121844,0
"exp2","experience","experience","20",0.620213556002806,0.0117033113008783,6921.75197079199,0.597271475622997,0.643155636382616,52.9947072292488,0
"exp2","average","average","2",0.741275027565266,0.0126674323404687,7745.42998821896,0.716443436022596,0.766106619107936,58.5181753998489,0
"exp2","average","average","10",0.737835626915093,0.013640697677627,7719.31241851322,0.711096158086773,0.764575095743412,54.0907543259509,0
"exp2","average","average","20",0.730787099667681,0.0130163010816428,7701.76688298519,0.705271608480882,0.756302590854479,56.1439916827314,0
